"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"206.10028_9.84"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9292.36174419592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4142.67943341094	NA	NA	NA	NA	24459715.045132	18221827.0909496	18016234.7805784	22635244.2147577	122080.179686466	40948.6790918583	38694.8246001445	23583.2690520425	2761231.5865763	951871.063907234	3234007.72790338	3902804.13462561	6513330.32401496	6761674.1340439	5448799.35975308	8560309.46867941	NA	NA	NA	NA
"210.07593_3.87"	NA	NA	NA	NA	NA	NA	NA	NA	73170998.0589951	28486607.1373846	20839287.2370988	16911205.7416458	33641.4812730572	9456.13749244291	75343.6423983265	7911.10984586587	2254550.03088163	1521683.58350273	2122842.86232915	945729.867787319	10636181.1509266	21948889.0092916	17944453.2414559	11503945.372732	NA	NA	NA	NA	NA	NA	NA	NA	116797.859592304	140163.468280258	72464.55125622	107284.533638547	NA	NA	NA	NA	NA	NA	NA	NA	16716.9388548732	202247.524503648	14636.0409362459	71305.397879275	NA	NA	NA	NA
"210.10954_5.75"	37899.1332906492	NA	NA	NA	NA	NA	NA	NA	1311835.59349532	6835126.89886509	4138512.76126786	7530293.54817	NA	NA	NA	NA	597641.207884026	251806.77029419	167145.139720502	42186.5516610102	7093005.2173187	9073660.4439645	14759169.9487363	14539673.6471634	NA	NA	NA	NA	NA	NA	NA	NA	6643764.15810472	4642665.7169488	13515163.2448786	71769.2024916123	NA	38063.4996277544	NA	NA	2210404.82556943	311978.649045644	1568891.49231184	1328703.50619617	9750623.52948021	8477777.31941131	15812309.9539903	12942854.7102723	NA	NA	7031.5779157497	NA
"213.09407_7.04"	NA	NA	NA	NA	NA	NA	NA	NA	11368208.401597	18384386.0167166	11786337.7870626	18193229.6116977	NA	NA	NA	NA	NA	NA	NA	NA	1808744.0542451	1167414.94235427	1478861.50868941	793802.09240287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"213.98276_19.89"	62165920.3670526	15586633.0086557	33128784.8985676	65714800.9439378	66100652.7319199	67942931.5944934	96250374.7488422	40243999.4922721	18472098.6220729	81137196.8541503	102548106.607707	60890990.1916023	65050232.4999857	57648155.0224082	49330006.6142905	70211297.1170239	63880008.6252977	57629770.4445868	89582422.1150017	47873254.7759282	88321742.0442789	2548823.94319247	80410843.42916	66086025.5851617	66997734.0811793	64755289.1744007	79741675.274721	89147615.8763979	66116766.0861289	64190780.0697198	50938204.878947	105534100.189445	20909498.6500088	57473815.6504812	66643194.5652495	66588546.3616271	58307355.2558874	70637473.5827595	59824465.6678686	62480749.5768867	74925921.1423385	61569832.4248734	67102689.7653889	21427587.224949	61984473.4362294	64632071.1617969	82091640.5133897	70368840.3951887	41684337.1347852	88074573.781577	56837235.7066873	62437649.3026591
"217.07186_3.29"	NA	NA	NA	NA	NA	NA	NA	NA	23585583.0079263	23745499.5368481	17329314.8785107	24977696.0287536	16176.5935597536	NA	15330.150535277	NA	505733.504744034	751270.207980541	1497321.94639661	444629.115726586	9571197.95517412	13024167.3493443	12400029.0262876	9581101.79029437	NA	NA	NA	NA	NA	NA	NA	NA	21523.1753821734	75656.9182323948	42125.4178732634	146998.607694893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32010.5935055763	NA	NA	10099.795091099	NA	NA
"217.13083_9.85"	8138818.11102043	6669010.11806943	7090957.74374247	7384309.66951625	7655688.09474829	7659872.60435656	7212712.314741	7421886.36603938	7141129.676481	7254091.07553367	6947464.28489002	6903108.29704769	7869671.1428023	6744596.34888024	6165520.19553501	7568486.39823505	6535951.95971237	7519253.85399977	7789772.72006633	6671622.00807243	7207574.46530854	7840488.7769036	7444800.19051212	6791515.93691954	6477483.49636169	6628681.65300511	8010658.80053096	7851919.72398934	7128501.94172325	3633260.50239237	3540392.10439905	6768388.18294645	5781700.71310544	6152661.88029662	6603044.79800139	5791382.76696667	7699340.19064343	8148883.03106807	6775979.96696657	6799940.99341551	6819121.91647157	5381733.1902897	7119695.90547671	7922923.56342291	6271659.60029169	6833202.9744773	7349384.0525718	7261477.60281717	3968992.37749743	6928726.99583968	6441544.67838194	4374089.11728085
"217.19482_7.18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16264353.0500272	16148644.0836831	208451664.936124	7217009.51147729	NA	NA	NA	NA	1269926.43965507	82109.3122278793	8172052.13319027	1518145.89108843	8449128.98004798	13513422.5917288	23797023.3504013	31322204.3553796	NA	NA	NA	NA
"218.13849_8.87"	NA	6888.49715723943	NA	32648.3316832687	576422.732699393	NA	587168.579420803	996742.432140431	79756207.0050275	111222396.409726	74366595.8005927	113673783.557522	2907087.9987869	2566623.61429035	3028664.23103554	2689343.72172171	31743953.5953944	34483343.6203105	32902040.349501	23671858.5956581	39062190.7924625	60367846.6573505	48037535.3910895	31609696.6928423	5711.28842782129	NA	NA	18625.5637364483	1431529.15375056	1380276.544119	1376634.34220262	1907987.05362714	1251476324.02521	1136806889.05914	1008336371.25743	1049631787.5291	12272522.1350756	9375968.14488587	7555049.69911784	9936283.69221598	173372648.899226	152068379.881116	206281844.878752	198698946.229923	1061427817.93583	852662156.4001	1128054034.94542	1256628769.03484	NA	NA	7741.86357624346	NA
"219.06828_7.12"	NA	NA	NA	NA	NA	NA	NA	NA	1573282.77610279	47631533.6644154	199323534.240573	52825884.3739307	NA	NA	NA	NA	NA	NA	NA	NA	31665.6474070725	15526.3944987427	450264.335574404	497314.85306181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10837.4358554924	NA	NA	4767.23399003177	NA	NA	NA	NA
"219.21042_6.75"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18698126.2515741	22838154.0313086	133404067.652012	21102303.7646536	124464.101413507	64334.1524441676	10048.1073222776	91201.2602472464	3806326.1825523	756939.893184585	4694033.35079479	3125926.90159851	5953435.52079535	19169869.2388362	6567433.48238711	12677948.3474027	NA	NA	NA	NA
"220.11766_6.75"	63057.9977214124	NA	NA	NA	7552.99300624913	NA	NA	6850.295299138	53418434.479903	32759385.4974519	29447360.6292769	36707158.9836468	8403.88020885234	6238.43280688273	13453.4668220306	36218.8881490035	1519019.65609074	1185663.35752742	3685339.74906247	170838.179366385	13084894.2855437	14203514.4388408	13356373.6147613	9709217.60315598	16661.1774291551	NA	NA	NA	NA	NA	NA	7086.84360040613	42768.8613519669	12304.1093230504	NA	18921.7796640968	NA	NA	NA	6932.91761072531	33361.1480397383	18028.9880361493	NA	NA	NA	19959.8519120001	9484.04740940498	15984.4570663801	NA	NA	8169.69911710746	NA
"225.13451_3.91"	NA	NA	NA	NA	25987152.788572	192518.866116082	25142582.998627	21810658.585876	18311778.7434588	12888805.0969629	18446948.260931	20438221.2845095	24126751.4471074	21126752.3336935	22197167.4682747	24154180.9190369	21234105.5379026	21957973.650521	14556370.3388739	19098492.14295	13139689.4748179	20453225.2842301	21492581.7270096	14902076.5224892	25000021.8550632	20999055.666075	335125.601267861	26032591.0839915	6516.94227360617	NA	NA	5485.09138048685	NA	56140.7362927528	NA	NA	734366.242801335	447359.390732461	176935.124828896	399204.293730452	59142.6475220486	17889.794396308	55669.7212271512	64380.2240857253	NA	49734.6627552209	16997.6398881087	NA	NA	NA	NA	NA
"226.10475_10.14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	22954.8438483442	NA	NA	NA	NA	NA	NA	5145.28881591984	NA	NA	NA	5896.42523947997	19587.5451867687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6770603.1339473	3036686.83869591	11952748.1816583	12843806.8927696	51072.3546655809	15100.8304464623	146436.844509834	144744.296744668	264642.618202525	104228.806161631	2475448.22080376	2398865.18053948	1004822.0341702	371961.498067068	5594228.08288878	689234.944069954	NA	NA	NA	NA
"227.08473_3.32"	NA	NA	NA	NA	52233043.5529731	1067876.33820283	35151457.3473846	36764065.6707438	282157309.43422	237437474.474356	163456356.655729	270958731.579514	67905009.5309517	54908319.1439744	71177755.3365648	65039517.5899583	87529103.064674	70712860.7059327	113973038.400504	6157067.16577566	184281555.356544	233585372.264939	224540079.594984	159380948.1977	36754922.2443517	38891879.620442	4144892.43464881	46807367.3486637	NA	36703.2026608242	NA	NA	NA	25640.6577848261	103621.083146947	153415.629728675	2690080.39863865	877528.806918369	1153967.81607048	2248996.82495743	1489038.95340715	88041.6379687208	18537817.7612003	20269252.1190246	322433.297625823	474896.25942799	2832362.9095316	1543998.099746	NA	NA	NA	NA
"228.088_3.31"	NA	NA	NA	NA	5213087.67406257	NA	3448602.23863471	1638405.42061232	28779034.5251261	24852018.5250777	17769808.5038697	27058772.791295	4445425.68993252	3323275.90210424	3030852.35092967	4326532.26600673	3714906.50951506	2155001.96768444	10768154.1644531	94084.1729333629	18991177.9017886	24154473.8438952	22881943.2205703	16652504.6300538	1535157.15697393	1370577.9546214	11839.9754833893	4631669.93365563	NA	NA	NA	NA	NA	NA	NA	NA	12580.4690356838	NA	NA	NA	688195.165569007	759794.365557671	983845.007398784	1180851.68420542	NA	NA	38915.8413816997	162023.836103204	NA	NA	NA	NA
"233.08912_4.31"	46297117.1869019	32579312.7842619	44829171.2047696	40927083.1399875	44132289.7971682	45372721.1000892	43608864.7678024	37830578.7248559	33382453.2657655	33574155.745398	30835022.0456148	33946168.1389985	45298099.0542244	36397775.9376577	31646563.803739	47872090.9362721	35972363.7409926	40306212.9186044	46029670.3476119	31846651.9639437	40650592.1993857	39796100.5748431	40496194.9852622	32362294.112862	36148779.2533445	36195307.4880615	46998332.6143632	47544783.9559601	38971219.4354509	13532493.7354946	13112131.6031868	40550933.251207	16344685.9984708	19015790.7815257	3770365.85223992	23677701.5394581	43853206.3907893	51499389.7901344	32572212.9789759	37698336.0987795	31319291.3487948	22915477.9361733	36232812.3338105	45830086.4262068	26901209.1271548	30345509.7831612	35323579.5883638	32989330.2970317	16233045.6945322	39170665.3808601	32260256.4268747	22155344.1106977
"233.15733_8"	NA	NA	NA	NA	58797.4484340669	NA	40037.096573025	27407.4812520113	4766771.05050481	6444459.10054193	5034509.60296474	7542924.07598938	798562.453925316	588209.841584961	663082.192723261	750144.113277773	5315412.44433575	5479133.35749174	5831797.41545825	4403379.20627358	3997347.84241419	6486920.70690731	5289611.72603391	3551057.93242662	NA	NA	NA	NA	81477.2624129156	32024.9742227833	29591.7385540778	64186.2978790346	27521075.6174417	20606400.4901215	30296454.7319239	16932441.8351764	1156981.38105687	916491.919233941	597115.603018558	830484.534402252	5534089.08813579	5544223.6987793	6203708.11770075	7045147.24329378	9307325.89913521	5783528.41865378	7865693.44669255	10752630.626394	NA	NA	NA	NA
"234.91703_9.39"	1175335.37318805	969618.769063917	2326894.2743903	931198.881876417	1861544.39638328	2364897.88252895	1874458.65724179	2238147.30304129	38024036.0064619	533820.430634275	3104240.42024312	4420276.92273349	1859426.23835649	1518466.90978273	1242977.57075599	7965777.84478123	1248402.21501467	1231235.18449519	251981.981792186	1742571.01622235	3594458.53911223	13497475.2508636	2771335.49524056	1467949.73961887	2339715.43406778	1900599.25567768	2075663.7244942	1646334.21113178	948749.049159091	256258.024966468	250838.731960015	1182537.75535404	11180737.3785339	3259137.55926127	58405002.4932024	2196342.86464156	2389137.41854875	1358770.48090315	978797.224386655	1947522.49450393	853737.918273875	237542.617779125	1435899.8377522	1678879.52208393	903336.984652838	89064.9682456851	920018.95894577	2759760.90530484	172313.564399187	1142405.13683608	1011039.41200128	521938.491038532
"235.09589_4.31"	9201952.84175871	6583578.38458368	8925648.50899288	7943840.86323476	8636102.19639917	8773273.97044072	8654935.65861024	7367701.23991214	7094130.51569604	7097445.36855206	6500687.52241182	6983073.3768082	9037757.2256614	7090882.04801055	2058125.98364436	9192540.77504768	7163943.37907689	7863677.54745606	8953780.57821908	3470965.42598541	7974833.29469972	7863841.51670669	8012597.43395943	6287576.71796173	7029566.10186082	7231788.76604756	9275283.22170082	9251089.96212148	7666122.3615317	2759423.68314268	1661861.28903195	7953891.30806913	2375076.87676258	3503094.76315136	457277.570722502	4185832.00954391	8486642.84745193	9957316.97273888	6392513.30911955	7414678.92365664	5942872.39821946	1828609.55562056	7215082.90194669	8847443.04743657	4804832.19336459	3545116.35406674	6970866.88260842	5338054.00948464	2521364.82291099	7787958.36301699	3287573.08236916	4197019.88632533
"235.09958_11.94"	NA	NA	NA	NA	NA	NA	NA	NA	486475.855278036	9484925.47442459	11861853.502834	10845217.2444332	NA	NA	NA	NA	NA	NA	NA	NA	938848.234523813	873948.772043606	948663.258424278	517256.500837346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"235.13599_4.08"	NA	NA	NA	NA	NA	NA	NA	NA	5244649.63434119	37601033.5579719	24579496.3565737	27387462.428065	NA	NA	NA	NA	NA	NA	NA	NA	5371626.34497009	7980649.09329991	10611059.882223	5988717.74291978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"235.16479_7.56"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132149816.820628	11669302.6655576	188655931.984653	253774.772640973	NA	NA	NA	NA	NA	NA	15774.1094764763	635412.104114372	14740.878377759	20694.7990355813	31720.847736202	1481415.33258039	NA	NA	NA	NA
"236.16812_7.55"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13881831.043634	1040802.27368864	19873680.0227506	NA	NA	NA	NA	NA	NA	NA	NA	6828.42051172554	NA	NA	NA	41497.3472868873	NA	NA	NA	NA
"237.09786_2.65"	NA	NA	NA	NA	34199378.2643701	290953.71535376	34545935.089013	35820019.5869735	30949991.9998317	22971595.7925894	19247368.2294968	15956747.6856322	36454932.0399385	34814796.9246318	35590026.4817796	38402072.4542926	35880227.2779758	39639563.5454641	40212727.5086717	21053328.6099021	23301279.9187314	32568394.9654174	28996421.9634222	18185335.170447	36658342.1637596	34966273.8666646	1493166.27330067	42262621.431939	NA	NA	NA	NA	NA	36902.3523934277	NA	171167.399653472	1273819.7977333	620918.46429346	253587.927442291	733843.831964892	38892.1975120858	30158.406100267	67317.7623506515	25891.1355706057	NA	44516.0877797201	30878.7125483966	NA	8120.11932052842	NA	NA	NA
"238.07051_6.52"	NA	NA	NA	NA	NA	NA	NA	NA	16670246.4425803	31078428.8993894	27974991.0099384	31296313.6760686	NA	NA	NA	NA	482442.214645386	363740.009753889	651967.46583115	232741.219089111	13851882.6706401	25804986.9574526	13877149.4382706	9613536.29978015	NA	NA	NA	NA	NA	NA	NA	NA	35533.6349097188	46419.4585315487	254578.455160746	514038.512280624	NA	NA	NA	NA	NA	NA	NA	NA	123090.722309209	40596.635584884	667789.731505326	718747.089544498	NA	NA	NA	NA
"238.2242_6.74"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10223815.728903	13671571.1032491	74153266.3469267	11676974.7383234	85977.9081277907	NA	23079.8686009258	45516.435456495	2068038.66479317	1690905.12376273	2610470.46479676	1741417.98557824	3448053.19567516	10771913.2687062	3701138.3784906	6651902.94771111	NA	NA	NA	NA
"239.08445_6.49"	NA	NA	NA	NA	NA	NA	NA	NA	7998746.30653848	17026609.6286605	16270854.5998488	16400314.1806529	NA	NA	NA	NA	9934.90381917128	8478.20009114697	21342.5544000818	NA	3598405.57644366	2133597.67762767	5118489.41843082	5269444.55620755	NA	NA	NA	NA	NA	NA	NA	NA	57622997.5683642	57647334.0726687	60836176.1325045	38117713.1497921	NA	NA	NA	NA	1240907.53022768	592698.922079989	811254.864288308	825517.187643758	23393014.1545775	18703251.6902761	19026528.9396612	23985761.8723746	NA	NA	NA	NA
"239.1502_1.94"	NA	NA	NA	NA	411736320.33967	NA	153380369.54122	1728175426.02482	1314928405.2197	NA	997673295.418185	1324285057.14485	1736444075.24884	1790647438.54662	1933013987.79982	1833776139.45472	1812023812.60588	1767598621.76497	NA	1504245591.57223	12667439.7375497	NA	1546308769.00998	1132658871.38492	1904730039.70386	1739610893.10985	160832968.722992	720252025.275011	NA	760108.651876871	1466960.49372849	NA	216413.039770438	216140.977877852	1478812.57957459	4217655.152846	162198910.515339	46798250.5128713	83873691.8563211	110249839.603091	NA	NA	25044848.8195787	1972754.14151589	170076.710558338	283143.605722522	814452.601699564	NA	294870.749238173	NA	NA	NA
"245.09529_3.32"	NA	NA	NA	NA	81380362.7180292	1685847.88684727	58113306.4335776	59581707.5062917	426136810.004284	350615052.227919	254902672.534719	399126611.82613	104437613.116035	96058244.0862478	128054534.385355	101628479.730914	148641285.978085	113963049.721987	174824912.075949	10554026.0640951	288805404.240013	348744595.608318	346358723.32917	255653960.45602	61463957.3392527	65239859.4054545	7116635.32658717	71663745.8019223	NA	68609.839070669	26315.819720572	NA	62077.2708499575	90648.4870158965	250755.369235593	747082.35102195	5178020.32915817	1413419.80717776	2244150.23584843	3797634.54363606	24087532.7981345	23350437.4445556	32432240.8495892	32503670.7505943	1090599.02300826	1041498.6968262	4616726.54794954	1554567.30735321	NA	NA	NA	NA
"249.04496_16.76"	1664201.67095974	4831766.19998043	4079224.16187051	1578887.91184122	4983733.78265262	4258002.26176145	3381897.79798936	4738282.0770324	4963113.48555978	2066950.29388399	6905869.06209933	7832476.63976017	5420413.64125094	5043255.50267182	5015157.18809261	4940635.76985167	5093536.89735631	4797058.73823514	762044.545720125	21611074.4271424	4823702.23252305	2505159.33534474	6292081.14920787	5430991.1758169	4178509.68447648	4456494.95509617	5141858.21380453	5112937.4909519	24280960.0204684	2838774.17390885	1981767.50889714	4201744.6023144	20451788.1320908	15995648.079789	20108304.1977837	30505286.74631	4548267.9961274	4631793.12427066	3858555.13440766	4440925.97351659	1785952.31310402	289528.656689029	4809100.44447876	4794417.91334426	21414327.4908522	16386130.5078478	21451144.0077279	21225587.8429341	2893108.58460535	20317285.616078	4678437.37034014	3078059.27100993
