"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"255.21013_4.02"	NA	NA	NA	NA	NA	NA	NA	NA	9187.08129019663	139245.231078923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5610.77564434873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	223618460.966092	295034917.600656	45319292.0878996	100733413.381503	26732.2895052508	39885.1225457971	NA	27105.2079425867	1098041.42319123	752750.419768407	177427.992825376	1182687.46971693	81704112.927329	28878097.7828908	13372367.9887975	31633455.906335	NA	NA	NA	NA
"256.11375_6.17"	18134369.2076674	15829122.5793494	19651487.4928332	18577379.5050068	17172627.1835187	18852416.0992433	17320326.2651423	16915724.1947874	14824004.5976291	13967088.9779079	11889184.4548695	13623395.5759385	18177238.0369324	15404133.3542772	14384459.7185836	17882400.0309944	15476319.2237949	16803550.4253316	17138330.6031854	14563680.6656329	14958637.7548977	16300296.7560595	15118965.7858425	13417162.7101642	15061354.1189514	14940868.1600626	18437159.9650458	19018284.2197449	18081747.8503143	9115970.38477971	3549193.12960551	15630131.5969538	9538649.31252229	9303488.17744882	1728175.64200011	9909805.02063441	17429255.6106773	18621465.6559472	16068868.8689192	15333833.8944595	11832182.6352279	10189890.2400347	12762160.3035837	15888426.2342828	11750353.0855415	10289803.8216741	13686302.5110417	11532865.609967	10670024.7820553	17856745.7867318	15873345.8068378	12440605.4563832
"257.11271_2.84"	NA	NA	NA	NA	325748.358107697	NA	195578.793394137	125099.997206035	584008217.071091	264555403.748548	322971032.886569	59686617.8400031	4077140.12492832	2509707.34061934	2908473.87922738	5450770.05913824	38970856.7590264	27752976.5564165	45146174.3913388	NA	172784826.752725	185629239.92177	136772364.00235	66645487.8795777	NA	NA	NA	NA	NA	NA	NA	NA	44916453.5919767	43750887.5143698	4833015.06906932	79437060.3532256	383458.112166277	NA	102504.836403964	142472.352961976	2556889.99954082	219584.640866524	10714711.5141641	11268260.6649012	20816014.6716449	43493080.9318773	31664235.780798	44055861.7762189	NA	NA	NA	NA
"258.10813_3.49"	NA	NA	NA	39801.3278011668	7016140.84148392	13236.3009295629	6357314.38391	4881146.10100767	748759665.470436	829778283.417752	756161913.834968	830552096.975065	47083710.501864	37547131.0945617	40245304.0427269	40047669.3536334	274789024.098712	270543185.799623	288170608.559149	230503082.934801	506560194.281881	641935099.93075	665341884.770274	565336383.029503	9053.42745890111	NA	NA	NA	460836.724524318	113550.105682266	44556.3102316608	366690.164260411	24753817.9973956	23335731.6545056	32842380.0819556	50061500.6046174	7642063.62045111	5120425.12797438	4468490.32573698	6229442.19029124	29172964.1244037	23475099.3355417	50234479.7170197	51669800.9571121	47581334.6884293	51365375.8931566	85405847.9382232	74959833.042005	NA	NA	NA	9016.18779816277
"259.16496_3.64"	25226586.5399743	23093798.9321883	19042118.5678514	23614617.4719408	15988523.5376844	18395723.5404172	13384350.8409101	20658278.3497448	17114926.939454	8045277.94796272	12508304.8374651	15420138.9304886	21390513.9591292	20664687.7080159	14070150.2511197	20279381.5611597	13997462.1866097	18365039.6571926	23194773.9974844	770455.839969137	14012829.3821084	7994702.91248218	14496254.8956978	16622189.4890584	23520409.4777589	22052993.9441805	18634939.5701492	19455538.1204161	1830651.63769381	24202664.6281468	21797230.4799453	20257393.9894932	NA	NA	60580.2467946328	389065.234104782	28390311.0530584	25780578.3424142	32156367.2427783	26623977.6410014	29753797.2221343	31663615.6952735	22866701.5663173	24674036.2726204	102961.427775263	823568.424515169	844840.090808525	1492599.93023734	26860639.4969459	11455715.0131144	19712685.3888062	28502363.5043552
"263.19593_1.11"	NA	NA	NA	NA	440990046.11382	6609714.73022858	502048402.421935	177484397.507453	324950650.127424	465530642.532521	231862585.373958	695676553.993844	644925396.707494	363293124.760764	544999641.081499	674686931.136606	297473000.267291	607773233.370552	483872733.286694	413072675.384978	286872210.26404	338088396.524572	657232003.976417	655009864.54483	190755747.994676	293761971.356684	17292236.2251824	477560237.114494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"263.19616_1.12"	NA	NA	NA	NA	198092176.410622	3318475.26196062	219795100.342524	167847685.313303	319455436.610675	405389128.786336	229443815.459926	703620013.514316	630842190.59385	355921683.121889	543666401.158999	682075360.846505	298204786.107079	625866330.188351	4691746.86714733	475903616.693084	176876620.012537	59842566.2860001	659493368.868338	657673175.990401	172926741.095382	289059618.18234	13590805.026826	455795143.089515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"269.02016_2.68"	NA	NA	NA	NA	NA	NA	NA	NA	134501.430655401	3157548.21219102	8573868.74262639	14683038.6081598	NA	NA	NA	NA	NA	NA	NA	NA	827797.538898438	521828.894637714	1906765.82030241	2040212.86642629	NA	NA	NA	NA	NA	11306.8752361056	10719.559044138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14738.9252351173	NA	NA	NA	NA	NA	NA	NA	NA
"270.11922_5.24"	NA	NA	NA	NA	NA	NA	NA	NA	6239852.72937188	13285421.5629562	11747369.366899	10533090.6563465	153905.656977537	106019.671947482	50020.6312619276	129397.080442119	4029389.93060941	1325602.88725289	3159181.57940376	3053928.19196859	8309447.55965691	12608130.504287	14809936.6848966	11455091.3734071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39046.5021323768	NA	NA	NA	NA	NA	NA	NA	NA
"272.07847_4.8"	13054273.2308642	8600163.86927163	13638737.8889401	13858375.6661247	12147648.606002	15115922.0920444	12660226.9970113	11669715.6077601	10520381.2074525	10987897.3978075	10313240.2669542	10930782.6761826	13485373.552203	10310955.7975525	8458694.68662743	12929050.6764633	8459430.53012777	6144116.7777011	12847340.1998398	5980825.62473783	11949599.8372736	11621704.9751024	11375531.923798	11172411.5039303	8499816.18259739	8047979.08148506	16416616.4664734	15807836.5214892	12778587.9894611	9547330.44939214	3851518.96542108	12796266.3953157	3618206.66762306	4749228.03682259	1912941.76053394	5271713.27189844	10299039.4341252	12817245.4795229	10532397.9216524	10603324.0807115	10185689.8071055	9446761.72362066	8879214.52065361	12645795.2231199	8574038.89742003	8120800.72755696	10544743.6521877	8292132.9748709	6618247.10422698	12857064.5737645	8514553.97642236	10393798.0858208
"273.15928_2.96"	NA	NA	NA	NA	14852.6596079052	NA	14738.9614373356	15212.9251208422	79454447.7941661	70427403.5692588	86955551.4122514	41720298.1089232	45340.5815909276	43164.5110799874	72114.5209763359	48656.8279504789	5033400.16878962	6156003.07118068	5988871.02768251	5063906.44000517	29774490.8454974	35317334.6993124	41720250.1780883	32556185.1992024	NA	24727.8591427328	NA	27915.8693063822	NA	NA	NA	NA	379729.567705696	327160.047939507	2451592.79042794	1745266.09142132	NA	NA	11974.9073242905	NA	36654.1752410939	NA	NA	NA	31594.3950904712	87427.3777775454	51037.6599542141	46049.8740583038	NA	NA	NA	NA
"274.07899_4.79"	1197213.40425062	22773045.0137186	25922554.8220812	27575342.3893739	27549490.8191585	28604270.9054276	25096098.9415196	24714348.9881159	24757701.6083024	704826.877132052	22011839.4053387	23786429.5815774	28235245.1367062	23662776.5564217	22002505.1253093	27767235.8533334	23534720.8487374	25797972.1796084	834526.005395341	22708996.4357626	25616214.7903195	741325.372599304	24835489.7041432	23137247.8717684	24462203.8082727	24236307.1360193	27835880.319281	28313370.1801314	27186072.8839987	16192631.9413533	15824667.7345606	26478741.0973076	13562166.0586995	14239195.9404586	3123857.77461715	17564796.1750872	27114809.9148451	28488788.0200421	23485963.327504	24262848.3219531	22424958.6707171	410758.460501438	24142197.1621075	26869326.4179368	20490843.5062556	300275.155113359	24479466.2440936	21735232.4626579	16929561.2638921	24796171.2181202	23509707.6756903	19898444.4087747
"279.00221_8.06"	115347.183177394	2636036.35251596	2830701.06550633	1064544.91336445	306613.441196945	751078.877492627	500091.9026991	4860821.67636136	3022841.15158389	54667.9983605916	3148195.28066964	3394680.71771055	5048583.1950991	4482833.02490534	3840068.14445443	6079387.08882698	4316625.00573718	4545904.75324558	78515.6081059728	5651405.93913866	146258.942894224	90143.7969321903	4390757.81379917	2989122.83138383	4415691.17071509	4395214.7316402	5039020.40915144	2157683.25522272	1321264.8558977	2457498.2495602	2697723.95890032	3946231.84862761	3897802.02626484	6484061.26793053	2486412.86784679	5483738.59845743	5141429.22890122	4629684.18488241	3868241.17672953	4229010.04095742	860233.944516553	115505.584071564	4038900.33923704	3927893.00337813	7537685.83513417	360749.185250074	8427714.08214205	7924206.78380937	2790648.86050858	130126.523347188	3773690.75553446	3163361.86961671
"279.17314_0.99"	NA	NA	NA	NA	148540873.292805	5318405.8632207	156589488.081475	95509669.3209357	126854635.692955	162073560.373978	104892971.442205	217510018.652985	195890271.309416	150942310.55018	160484063.627695	213381418.537396	147007542.395228	196290193.316793	6999582.547576	168339609.016525	101631530.307227	164249476.54909	205463331.55009	207709114.740534	38170905.8709547	115280055.619559	8172258.29352471	169982749.987306	NA	NA	NA	NA	NA	14704.8425135644	341813.914902771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50413.4862717041	NA	23556.2853397727	NA	NA	NA	NA
"280.06312_2.76"	39729464.8759403	29388426.2840973	36161054.9337235	36263710.2953316	35036530.4261555	38999611.4501327	31445755.6098791	30032491.1209798	15832918.383322	15679809.8619131	13384114.3716333	16285096.2874635	32990241.2717803	27911410.310709	22866316.4550154	33285009.605899	23312541.0259034	26283987.0902412	29059595.4038713	25447231.6876584	20490371.702757	20775297.2556122	18579611.3566091	19155903.7225526	28466489.3200359	30166628.8463188	38987137.4513305	35680215.1859809	39128097.4914772	23471443.8021047	20552280.2618232	35647562.1718057	29900841.7399771	25914401.0704075	123665.475879125	29507697.2449635	34328427.7293218	38856642.9786576	30737899.8384642	30697912.2317631	28912679.854331	503833.524265537	28966134.8530594	34863482.4938324	26467050.5813134	1201877.04204216	36877526.9385161	31293427.0421058	24502504.2684241	36174327.368208	29973208.6438657	28691210.902427
"281.06029_2.77"	565234909.190605	419424838.261455	515628617.373547	512387976.887197	491951086.418239	558074857.341988	449704132.939316	432016526.870535	232302870.553023	232127140.249319	196179106.829511	227843651.257235	476751825.149024	408254004.771281	323004062.112552	481090521.56418	335629073.617821	381606841.850958	424865349.562313	357379096.70807	303370394.880942	309759985.800609	268131474.237603	279923239.353135	413050875.166734	419424020.966716	556417794.932782	525316401.887199	548521550.728006	324029596.402515	300081249.018907	511844117.982317	427785712.203566	380747701.861979	47042734.2775077	412985054.867723	499776987.906589	551309173.986998	429786477.645504	445858053.640695	405009372.962986	359081716.902248	410884295.244803	505041187.974008	372706853.747953	608750342.812956	539609976.853811	456623343.944337	352022667.26171	510847290.410217	435868779.356625	413665082.347452
"282.06304_2.77"	58413512.4265566	24309132.4084501	50914703.6928177	56312167.9299754	52185309.6737351	49035122.1492228	47911507.7862795	29352710.8938514	9427409.83562011	24985274.9411661	18557831.5532963	23572197.5555167	35061719.6039811	4740055.31704903	83377.4059796333	16052744.7099941	428019.236100286	69912.0463838944	44714656.2262448	NA	30658538.6357867	33640954.6227831	14898693.8651163	20670228.2275948	11878896.7704276	2613808.16895962	58819665.6700928	56280545.7155706	54154945.873249	34129276.8760289	12371281.394611	49389351.0022871	46533184.1645673	42224064.8014817	4692463.53838325	43278647.7617521	55651262.6208241	51526004.1900733	41242021.5606049	40557550.1120263	40014314.6635269	37307358.1347226	37943154.9494621	48243549.6082121	39789112.074792	63429769.4285645	55833974.5061046	49200039.7446411	30947005.587758	47775731.0065237	38440747.2290798	41483163.6854139
"282.06354_2.77"	239787.958818205	44032098.7616483	54693329.0693765	55079402.3353719	51960756.0920518	58715621.2791773	46717537.806546	44693706.2347038	24450300.2939052	24116465.0434604	20630678.224123	24578281.9524488	50194736.1508298	42901269.5080308	34224787.5786956	50048089.7890664	35154950.8097117	39837675.9909075	43694123.2618906	37013688.6104838	31004895.6493589	32512730.0328665	28031968.3711803	29219460.910552	42699717.0988255	44488029.1626157	58014179.8958855	54867997.0164825	57097035.3554191	34268404.2813463	31202717.7337093	54235409.5646174	45279992.148982	40560464.8172665	3412590.64071235	43261518.7704423	54109078.1811033	57735793.23264	45694968.3579028	46819028.1978012	42756055.6511313	90151.8594806828	42615302.4412641	52562075.8724402	38837413.5591116	843182.021460018	55953438.387551	1007476.39316123	37306173.3032044	54048742.3134838	45679419.7099739	43697541.4507249
"283.10325_2.49"	NA	NA	NA	NA	1785571.76157818	NA	2082302.16213268	996921.281159771	630420020.59853	523750150.51138	466715568.110009	340996623.405314	10768461.1880967	6762453.36263924	9805657.91654197	12374035.9085952	87179599.6433404	114099514.343196	98060567.7344316	83137626.7806949	303483433.045527	308703605.733217	282993644.262427	204505742.621628	NA	NA	NA	NA	41154.5450435579	21431.5368125544	NA	NA	14735153.6787692	18665019.5820538	32069471.3089207	26685962.6576741	1998367.39164198	840931.028749645	703939.30425128	1105365.38399688	17415451.245619	17997931.105936	24155532.8288466	24309271.2369002	12486594.5117286	22273359.3010975	13839019.8577779	19078315.4879826	NA	NA	NA	NA
"283.12186_4.86"	NA	NA	NA	NA	67866612.6284888	194772.640007702	64365405.4936568	64380179.119242	31999190.0528197	31807678.2739732	24850815.405634	24887978.8588487	66690308.8351419	60600777.8528294	71569484.6715884	71206480.0298466	63985762.1271336	69041415.9543048	73657816.1664358	60159606.191391	28505940.2000258	47144598.6246689	41106621.1375588	25166853.2594236	66859005.7972791	63906422.4074691	1738665.90954663	74711651.4616688	NA	NA	21255.3530260436	NA	NA	NA	NA	35632.2963755699	2841485.49652116	1239077.92730153	1399608.70536652	2393991.0918483	218136.409539734	27389.8434382429	313626.9508749	201804.696141204	NA	NA	39498.626739268	NA	NA	NA	NA	NA
"287.00819_4.31"	15758160.9873254	12801421.3523347	21585423.6346186	15001658.8048727	12370834.4376291	14657596.0166022	20960222.1092367	10793935.9929231	4566775.54184594	4874122.37509254	5261457.73220823	5062491.93954669	11900627.9714623	10390436.8032105	9779769.52877295	15885144.4813299	8360221.28392724	9262571.08431191	11254456.5677344	8356875.91081572	12133003.499667	7206187.64366298	10333247.8111639	6068959.09799197	10196551.8031532	10388105.7029095	20349085.9133708	12957051.9782037	5743247.85214381	5676917.6058189	5857192.14585364	19280784.5073212	2710899.69270143	3523304.94910506	NA	5384087.10671178	12043814.1088939	17939637.9992845	11281038.759762	10468098.2476954	10260605.9943132	7241810.07783204	8499526.09571487	12564228.0425537	7130154.83933469	7236720.30252426	8452607.67265224	9290359.60030864	6285479.27399456	22242395.2217553	10530119.6510173	7458493.53292524
"287.07433_8.05"	39819788.9769335	54894536.96053	29268378.1620933	36537509.5173249	36030606.5452563	38144334.0849855	26630339.416854	37815701.9543387	34314804.7367815	22058777.5749721	18561829.6067263	19671922.0034101	37233311.0818552	40645895.4010813	40685273.6883685	30985106.1643705	37312787.5629343	38725471.1271622	33964290.460361	29823942.5173521	22517485.4939829	36998519.9587855	22900864.9181979	30394445.349491	36852758.6884157	36885971.3270122	31758620.8622908	34938305.038445	32941594.1710665	27914071.6726976	28657964.2599626	29597252.5167169	34583640.3726148	26175925.9308562	13163708.1382259	29543805.5715709	40430714.1744516	34344679.349261	39308346.1045088	39491061.5967679	32010786.5593714	33025968.0061428	37967052.3211467	44914537.8231609	31254403.9851496	29533702.4360335	26846991.4401883	25763885.9637229	29430987.836121	22141679.8996703	41858704.5039586	31382875.2969084
"290.11274_7.53"	NA	NA	NA	NA	NA	NA	NA	NA	7089296.54115824	18076756.4623041	10890611.4940521	19509984.7130142	NA	NA	NA	NA	2738669.64065695	4277776.68903849	1424346.97928675	2228271.67485934	6599334.51638718	7405596.26289447	14279672.2880868	8330042.36002553	NA	NA	NA	NA	NA	NA	NA	NA	NA	23262.3597063317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"293.06261_8.72"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52115.373252659	NA	NA	NA	NA	NA	NA	NA	NA	NA	10814.0798931574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11876457.0040807	9553957.06370721	39773694.3531955	5301049.82673209	8554.03723351338	NA	NA	NA	1159525.90890139	279029.908499175	590595.712729258	214364.238594413	8451572.2041859	8400144.15852036	5775546.39067369	10328741.0270399	NA	NA	NA	NA
"293.12786_6.63"	9635.38967146327	27983.688385581	NA	NA	NA	NA	NA	13189.3763359416	264590088.018999	631202388.454809	311215539.291119	199768708.0068	NA	15744.0592166888	43465.1924784714	NA	NA	11276.5473313351	NA	46775.304755629	91749537.4746727	88229695.8260908	82357626.435975	114079655.786273	23265.1993855844	NA	10338.5613711325	NA	7164.89642909864	33125.0310451244	116394.190436177	NA	26145.6466088866	10668.4072071382	NA	457158.378096936	67530.2336817401	32072.027501971	37602.0199594701	19111.0273508402	NA	NA	NA	NA	NA	NA	8795.8103288348	NA	12346.7616188618	19579.6949513417	100138.527445171	12679.7852631797
"296.06089_4.81"	27423741.2406335	33864971.7034266	26532045.1940786	30721670.6578857	23882137.5313322	30971531.4263428	23408079.5055481	22577268.9611866	17055052.8299874	13312227.9242166	10732403.5199676	13154655.0314141	23456561.3328259	24414197.8382193	25557208.7949067	21977751.3540999	20185904.4907207	22310937.9503087	22051311.5686532	19189702.6148076	17308027.1872399	16947275.3736873	15988072.6659573	17744952.9111147	22024437.9878611	23682421.3002575	30803810.0497469	25449737.7378065	21926290.2353928	22317397.9806716	16506637.7117654	25131745.6609727	1070962.90703653	924020.781475425	NA	3928550.36916186	21017171.528674	23655146.4796432	23771313.1655943	21600433.4755063	16925218.7107221	17498072.6723189	18118454.4164794	17286569.9848557	10563108.435301	2415355.83442396	10527215.9314183	3128945.13327407	23920879.8348303	22855841.489498	23695596.1255824	21578401.765504
"299.11777_4.17"	NA	NA	NA	NA	20549.7519619632	NA	43565.4571045708	12791.8729445019	22342809.6268336	12955691.9147278	12500888.99556	8304466.89108287	32928.1307804039	28198.080343165	90638.6723887082	55753.1216944908	860468.306646746	1356415.33337359	1159012.4436423	718722.700662186	6531427.16797977	7257991.53914444	5940365.00557159	3908233.55681097	71132.731442357	NA	NA	15500.7537586563	NA	NA	NA	NA	NA	NA	NA	93492.9339840397	NA	NA	NA	NA	NA	7864.77456992685	NA	20549.5179247932	NA	NA	NA	NA	NA	NA	NA	NA
"299.13436_5.6"	NA	NA	NA	NA	NA	NA	NA	NA	1545557.03181477	8764175.9976913	7175668.69456615	8238805.78697316	NA	NA	NA	NA	795469.9034129	673905.094684745	1527499.7125724	714162.765371658	6760133.09035566	11299735.6565035	11654226.0071513	3025870.32762794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302.21834_10.02"	NA	NA	NA	NA	NA	NA	NA	NA	264128.675680048	895389.585523788	22704754.7936443	5521481.71949837	NA	NA	NA	NA	NA	NA	NA	702552.704503066	197162.591407782	277027.553540384	4619451.24420891	13010036.5328919	NA	NA	NA	NA	225147.265735364	12864.2654321635	NA	NA	12258759.43775	18594920.1294782	9498311.85049599	29766705.1982085	66438.2869091554	NA	NA	NA	19282492.0451634	1690846.58662991	13741798.3098962	6103033.38091259	52840110.8774524	382852055.340616	110624211.948167	48895134.2950299	NA	NA	NA	NA
"303.04664_8.05"	23302121.6006445	14887483.8980046	16289822.0210248	21623102.4806113	19399601.2096937	21563957.6747215	18401212.790721	18865575.248019	9474181.00270208	33773.0959945441	11598694.1173458	10533409.0344909	20992804.6738135	19673862.5381386	17634169.8364035	17478984.4722362	18730754.4692749	19234058.8385111	8373708.91337725	7588989.53864212	14905013.3093585	6196787.26824034	14046381.4456376	14421169.4543865	17322817.1475329	18149777.2487053	21526670.6831781	21391138.7491338	6689049.60678647	13476496.8294553	14314212.3622834	20075434.0158211	4625054.96615417	8085627.98818835	3785496.02984116	10531893.7828053	21366287.4234823	22446253.4882994	20253993.0928508	19777455.0154182	18099083.4446483	5970459.58168332	20784098.8079719	15996674.5476079	10106753.1099736	5211998.48034612	10013204.8396717	10736678.1535199	15010953.0890507	8447733.22233703	21398528.5210732	16372284.9526845
"303.06407_5.29"	NA	NA	NA	NA	NA	NA	NA	NA	284584.897320346	24121489.1287078	54975719.4604058	58349714.051369	NA	NA	NA	NA	15877.9136183156	NA	7892.77385688733	742566.937389644	2017809.71868907	1852144.0961863	14231451.4178968	24645488.6299748	NA	NA	NA	NA	NA	NA	NA	NA	16618563.1743265	15843559.5625012	5464704.63090038	6779808.4398708	NA	NA	NA	NA	NA	NA	NA	NA	5988024.17419038	780564.940706855	8874570.45818821	5036584.50083637	6679.15127480913	NA	NA	NA
"303.06408_3.96"	NA	NA	NA	NA	NA	NA	NA	NA	6482887.18426104	199134248.024017	426837682.577779	382196922.383458	NA	6972.34224346887	NA	NA	95241.4193535708	137454.793551283	29084.552025214	36943465.9957169	20294280.2067816	22568260.3829615	119513050.629558	279086363.845087	NA	NA	NA	NA	NA	NA	NA	NA	78835193.457031	60886068.2650231	20336484.9196151	57503412.5943289	NA	NA	NA	NA	32477.9631141485	NA	NA	NA	25804045.8838428	2595231.52937308	40732857.9089368	40274107.883143	NA	NA	NA	NA
"303.14084_6.95"	NA	NA	NA	NA	10548267.7688197	11353.2534913513	10633504.1816453	12926494.6383127	7204289.32841054	2459841.13216624	3721593.87327183	4351100.43140593	11201220.4237698	10695422.6853647	12223901.4456712	13224021.3934703	11304308.567184	14423127.6862696	11378500.6011604	211424.807592433	6113027.09437807	11482067.169254	10799212.1672189	6950015.56539524	10820798.9144909	11507489.5314653	453140.998803121	12499156.7988377	NA	NA	NA	NA	NA	NA	NA	NA	317820.774137577	71374.7782627727	94458.0791889871	333311.82219831	NA	NA	NA	11653.7487215323	NA	NA	NA	NA	NA	NA	NA	NA
"303.2217_10.01"	NA	NA	NA	NA	NA	NA	NA	NA	5516.9343442691	471458.275395573	2899654.55068074	587412.18918736	NA	NA	NA	NA	NA	NA	NA	65984.5822003878	NA	NA	517393.084482133	1630114.14369083	NA	NA	NA	NA	NA	5058.9828513481	NA	NA	1575845.29021456	2338608.28295173	1301696.15124798	5624702.84395652	NA	NA	NA	NA	2536935.68219599	197933.755267759	1688839.48784335	742817.683943391	6911628.6569418	51415167.5188801	14628587.5052207	6588315.12169551	NA	NA	NA	NA
"307.1283_3.71"	NA	NA	NA	NA	NA	NA	NA	NA	9721817.4427947	18770888.4336684	13406261.4613117	22315466.3220295	75431.1168430832	NA	15223.9136353056	54000.4512851355	1778739.86959185	1447228.90819676	3739720.96286294	368223.220867473	8468071.31825198	10234162.0870087	10635869.7566146	8963154.28214265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19916.1790451146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308.9988_3.6"	18804.585127596	NA	NA	NA	NA	NA	26464.1828800044	66698.8154488967	NA	NA	NA	NA	NA	18688.4250435731	117317.932040966	41713.7428136514	67787.0198587326	17936.9569338729	NA	15897.2320872474	NA	16922.1613365662	NA	NA	20599.8825262349	NA	NA	45822.1024729962	NA	NA	12412520.181489	NA	NA	NA	102460.90769292	6219972.21150452	NA	9531.83488527166	15570434.5133473	16675625.7936074	NA	NA	12745597.7237815	10205381.3402707	NA	NA	16602602.5462391	13538556.9759186	NA	NA	26975712.0004868	NA
"309.13751_8.27"	NA	NA	NA	NA	NA	NA	NA	NA	20767.1391113315	NA	30114.6754139832	95184.7512160369	40141.0333823136	6557.95918144499	24148.0184526103	38820.3464397107	22254.9762859089	5085.86756991015	14415.3359208475	4664.67284195764	5432.62853098412	17803.22820494	11692.3021844711	30460.3591015339	NA	NA	NA	NA	NA	NA	NA	NA	2805005.10561901	1689912.41478877	15620864.0206423	8834912.58259597	183680.626026494	126078.295175842	283675.205475569	426940.968239188	413169.427491935	339879.05166987	2531992.36575348	2497449.26956856	1981601.68207133	2629199.51759019	9864921.52860777	7301913.31162101	NA	NA	NA	NA
"310.99419_2.77"	58555520.5817435	71058409.8754691	85510346.9364585	75086530.8960386	59025585.5966761	66112458.2120539	66058477.2357748	62134793.3847706	22576412.7451117	14729476.1849914	13798413.9856003	15444994.9311913	59839676.9909122	59124444.1768321	53963561.0318287	65974058.1892778	44374042.2797327	51171595.8043287	35859782.4851152	38010690.1280624	36077276.5003835	27016732.4494058	29717193.8397784	18782302.3983259	55728258.804128	61239363.4358419	86301387.2852245	65248937.4304336	71097771.1084252	65567309.0417114	66308799.9053397	72222094.55942	40624428.0452171	31216596.5332722	4207501.34817982	31882941.5055657	54661687.835079	54452292.9530166	62184635.6486165	52937878.8537872	35897662.7797764	23472419.3287743	37936173.0348948	41799790.7913519	39684244.4720507	21772825.3044546	49114884.0294067	26862486.0063416	64931879.3039294	78913407.6131057	60363313.3836013	67644227.3889866
"313.13346_3.84"	NA	NA	NA	NA	NA	NA	NA	NA	15076388.339875	9892215.18218528	9283416.20660874	5802288.2681326	12202.0301889393	7186.7436555739	14179.3342435687	NA	439409.283472619	387203.412910228	827628.089776932	108833.03502477	4474018.24298782	5305700.24571521	4215595.05857167	3327288.95769053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"316.16122_3.51"	NA	NA	NA	NA	2220161.48928709	NA	3541896.98950116	1462340.29183168	156652199.222674	202010869.370995	223641598.643643	181391668.398956	14724512.2469455	12106846.3592285	13230798.0328416	15090527.2004289	76881034.9449046	63265403.7926246	72490066.5754358	64670638.3198283	180590209.150994	140644564.6443	191902759.998143	141967570.562049	NA	NA	NA	NA	58161.6621638266	10953.653354195	22067.0906865493	118617.397033916	3376513.28548467	3569902.36273432	1558935.39913648	9009646.57700692	1684219.13167444	940393.831029901	1018392.9608159	1654950.4766556	1637977.51258876	129594.64644904	13003763.1989362	13305417.0712452	11518296.3115975	998599.735785479	22430202.8014201	15467895.7763024	NA	NA	NA	NA
