mz_rt	170706_Blk_Blk0p2_1.mzML	170706_Blk_Blk0p2_2.mzML	180205_Poo_TruePoo_Full1.mzML	180205_Poo_TruePoo_Full2.mzML	180205_Poo_TruePoo_Full3.mzML	180205_Poo_TruePoo_Half1.mzML	180205_Poo_TruePoo_Half2.mzML	180205_Poo_TruePoo_Half3.mzML	180205_Smp_L1C32DCMless10m_A.mzML	180205_Smp_L1C32DCMless10m_B.mzML	180205_Smp_L1C32DCMless10m_C.mzML	180205_Smp_L1C32DCMless20m_A.mzML	180205_Smp_L1C32DCMless20m_B.mzML	180205_Smp_L1C32DCMless20m_C.mzML	180205_Smp_L1C33DCM_A.mzML	180205_Smp_L1C33DCM_B.mzML	180205_Smp_L1C33DCM_C.mzML	180205_Smp_L1C33DCMplus10m_A.mzML	180205_Smp_L1C33DCMplus10m_B.mzML	180205_Smp_L1C33DCMplus10m_C.mzML	180205_Smp_L1C33DCMplus20m_A.mzML	180205_Smp_L1C33DCMplus20m_B.mzML	180205_Smp_L1C33DCMplus20m_C.mzML	180205_Smp_L2C1DCMless10m_A.mzML	180205_Smp_L2C1DCMless10m_B.mzML	180205_Smp_L2C1DCMless10m_C.mzML	180205_Smp_L2C1DCMless20m_A.mzML	180205_Smp_L2C1DCMless20m_B.mzML	180205_Smp_L2C1DCMless20m_C.mzML	180205_Smp_L2C2DCM_A.mzML	180205_Smp_L2C2DCM_B.mzML	180205_Smp_L2C2DCM_C.mzML	180205_Smp_L2C2DCMplus10m_A.mzML	180205_Smp_L2C2DCMplus10m_B.mzML	180205_Smp_L2C2DCMplus10m_C.mzML	180205_Smp_L2C2DCMplus20m_A.mzML	180205_Smp_L2C2DCMplus20m_B.mzML	180205_Smp_L2C2DCMplus20m_C.mzML	180205_Std_4uMStdsInH2O_1.mzML	180205_Std_4uMStdsInH2O_2.mzML	180205_Std_4uMStdsInMatrix_1.mzML	180205_Std_4uMStdsInMatrix_2.mzML	180821_Poo_Day1and2Poo_Full1.mzML	180821_Poo_Day1and2Poo_Full2.mzML	180821_Poo_Day1and2Poo_Full3.mzML	180821_Poo_Day1and2Poo_Full4.mzML	180821_Poo_Day1and2Poo_Full5.mzML	180821_Poo_Day1and2Poo_Full6.mzML	180821_Poo_Day1and2Poo_Half1.mzML	180821_Poo_Day1and2Poo_Half2.mzML	180821_Poo_Day1and2Poo_Half3.mzML	180821_Poo_Day1and2Poo_Half4.mzML	180821_Poo_Day1and2Poo_Half5.mzML	180821_Poo_Day1and2Poo_Half6.mzML	180821_Smp_MS10C215m_A.mzML	180821_Smp_MS10C215m_B.mzML	180821_Smp_MS10C215m_C.mzML	180821_Smp_MS10C2175m_A.mzML	180821_Smp_MS10C2175m_B.mzML	180821_Smp_MS10C2175m_C.mzML	180821_Smp_MS10C2DCM_A.mzML	180821_Smp_MS10C2DCM_B.mzML	180821_Smp_MS10C2DCM_C.mzML	180821_Smp_MS11C215m_A.mzML	180821_Smp_MS11C215m_B.mzML	180821_Smp_MS11C215m_C.mzML	180821_Smp_MS11C2175m_A.mzML	180821_Smp_MS11C2175m_B.mzML	180821_Smp_MS11C2175m_C.mzML	180821_Smp_MS11C2DCM_A.mzML	180821_Smp_MS11C2DCM_B.mzML	180821_Smp_MS11C2DCM_C.mzML	180821_Smp_MS12C115m_A.mzML	180821_Smp_MS12C115m_B.mzML	180821_Smp_MS12C115m_C.mzML	180821_Smp_MS12C1175m_A.mzML	180821_Smp_MS12C1175m_B.mzML	180821_Smp_MS12C1175m_C.mzML	180821_Smp_MS12C1DCM_A.mzML	180821_Smp_MS12C1DCM_B.mzML	180821_Smp_MS12C1DCM_C.mzML	180821_Smp_MS13C2175m_A.mzML	180821_Smp_MS13C2175m_B.mzML	180821_Smp_MS13C2175m_C.mzML	180821_Smp_MS13C2DCM_A.mzML	180821_Smp_MS13C2DCM_B.mzML	180821_Smp_MS13C2DCM_C.mzML	180821_Smp_MS13C315m_A.mzML	180821_Smp_MS13C315m_B.mzML	180821_Smp_MS13C315m_C.mzML	180821_Smp_MS14C215m_A.mzML	180821_Smp_MS14C215m_B.mzML	180821_Smp_MS14C215m_C.mzML	180821_Smp_MS14C2175m_A.mzML	180821_Smp_MS14C2175m_B.mzML	180821_Smp_MS14C2175m_C.mzML	180821_Smp_MS14C2DCM_A.mzML	180821_Smp_MS14C2DCM_B.mzML	180821_Smp_MS14C2DCM_C.mzML	180821_Smp_MS4C115m_A.mzML	180821_Smp_MS4C115m_B.mzML	180821_Smp_MS4C115m_C.mzML	180821_Smp_MS4C1175m_A.mzML	180821_Smp_MS4C1175m_B.mzML	180821_Smp_MS4C1175m_C.mzML	180821_Smp_MS4C1DCM_A.mzML	180821_Smp_MS4C1DCM_B.mzML	180821_Smp_MS4C1DCM_C.mzML	180821_Smp_MS5C115m_A.mzML	180821_Smp_MS5C115m_B.mzML	180821_Smp_MS5C115m_C.mzML	180821_Smp_MS5C1175m_A.mzML	180821_Smp_MS5C1175m_B.mzML	180821_Smp_MS5C1175m_C.mzML	180821_Smp_MS5C1DCM_A.mzML	180821_Smp_MS5C1DCM_B.mzML	180821_Smp_MS5C1DCM_C.mzML	180821_Smp_MS6C315m_A.mzML	180821_Smp_MS6C315m_B.mzML	180821_Smp_MS6C315m_C.mzML	180821_Smp_MS6C3175m_A.mzML	180821_Smp_MS6C3175m_B.mzML	180821_Smp_MS6C3175m_C.mzML	180821_Smp_MS6C3DCM_A.mzML	180821_Smp_MS6C3DCM_B.mzML	180821_Smp_MS6C3DCM_C.mzML	180821_Smp_MS7C115m_A.mzML	180821_Smp_MS7C115m_B.mzML	180821_Smp_MS7C115m_C.mzML	180821_Smp_MS7C1175m_A.mzML	180821_Smp_MS7C1175m_B.mzML	180821_Smp_MS7C1175m_C.mzML	180821_Smp_MS7C1DCM_A.mzML	180821_Smp_MS7C1DCM_B.mzML	180821_Smp_MS7C1DCM_C.mzML	180821_Smp_MS8C115m_A.mzML	180821_Smp_MS8C115m_B.mzML	180821_Smp_MS8C115m_C.mzML	180821_Smp_MS8C1175m_A.mzML	180821_Smp_MS8C1175m_B.mzML	180821_Smp_MS8C1175m_C.mzML	180821_Smp_MS8C1DCM_A.mzML	180821_Smp_MS8C1DCM_B.mzML	180821_Smp_MS8C1DCM_C.mzML	180821_Smp_MS9C215m_A.mzML	180821_Smp_MS9C215m_B.mzML	180821_Smp_MS9C215m_C.mzML	180821_Smp_MS9C2175m_A.mzML	180821_Smp_MS9C2175m_B.mzML	180821_Smp_MS9C2175m_C.mzML	180821_Smp_MS9C2DCM_A.mzML	180821_Smp_MS9C2DCM_B.mzML	180821_Smp_MS9C2DCM_C.mzML	180821_Std_4uMStdsMix1InH2O_1.mzML	180821_Std_4uMStdsMix1InH2O_2.mzML	180821_Std_4uMStdsMix1InH2O_3.mzML	180821_Std_4uMStdsMix1InMatrix_1.mzML	180821_Std_4uMStdsMix1InMatrix_2.mzML	180821_Std_4uMStdsMix1InMatrix_3.mzML	180821_Std_4uMStdsMix2InH2O_1.mzML	180821_Std_4uMStdsMix2InH2O_2.mzML	180821_Std_4uMStdsMix2InH2O_3.mzML	180821_Std_4uMStdsMix2InMatrix_1.mzML	180821_Std_4uMStdsMix2InMatrix_2.mzML	180821_Std_4uMStdsMix2InMatrix_3.mzML	180821_Std_H2OInMatrix_1.mzML	180821_Std_H2OInMatrix_2.mzML	180821_Std_H2OInMatrix_3.mzML
171.0478_2.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	687043495.405761	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	27934751.0877734	33052960.4062907	28839882.1038342	NA	NA	NA	0	0	0	0	0	0
173.00847_15.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3522825242.03161	1131895720.41085	876582763.045611	276164350.513543	0	0	0	0	0	0	0	0	0	0	0	36712.0249946663	0	0	0	0	0	0	0	32602.854026243	0	22734.8172302394	0	0	79096.4188001255	0	0	0	0	0	0	0	0	0	0	0	0	0	69693.0255939214	0	0	0	0	0	0	0	0	0	36946.0370043596	0	0	0	43423.5751295765	0	0	0	17831.1566028708	0	280673.355429728	0	0	0	0	0	0	0	0	0	0	0	0	0	41130.4504026131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358217.108371005	0	0	0	384741.822248268	0	0	0	188937.374759984	0	0	0	0	226745.259911109	0	0	861650023.464132	1017441178.73683	9656086.85192918	22383403.3596762	14892708.0783634	170187246.099028	NA	NA	0	27534.8724729473	109795.332069224	150888.97146824	0	164387.589137673	47744.1942209322
173.04482_11.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	140751016.884761	43899.3434950754	0	0	0	0	73546.2946488296	0	0	0	0	0	68468.3529323697	0	207587.86510468	43827.9881760261	81249.6954466108	159957.75390278	0	55480.5537231498	52894.1730591321	0	0	0	20814.4295214068	50137.8284566338	19194.2776836873	0	0	0	66332.9742965595	0	82470.8003389732	0	0	143795.614918894	0	0	0	0	0	0	0	0	0	0	0	0	98861.7587227837	94495.4318274335	0	0	0	28101.4960949753	0	0	0	0	0	211228.680854279	466152.961137037	0	0	0	0	0	0	0	0	31606.3308653254	0	0	269744.657352352	56662.5140232705	0	0	0	0	0	159955.380376833	234969.764545897	0	0	0	0	0	0	0	0	0	0	0	0	0	35202.7965750699	0	0	0	80877.1357780232	0	610499.268847301	56288.6220434147	0	0	151193.158945704	0	267931.107597596	0	0	0	0	146176.534007846	NA	NA	NA	665126.310890343	29707851.7256872	28943059.0618175	NA	NA	NA	37082.0617056875	0	912800.423816706	57690.7828118438	0	416847.145302243
173.04493_11.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	437875624.054142	126304571.512664	36634.6286798077	0	0	0	47887.1111722037	0	0	0	0	0	0	52753.3451559431	0	17723.2516508705	0	0	0	51081.0329326256	0	24599.0900188411	29744.9335906517	0	0	0	74618.6467455128	0	0	0	0	40253.5384645635	39472.0898260869	22792.7305383067	0	0	57012.9966910568	0	0	0	42764.7385987568	0	39146.1564307047	0	0	0	0	0	0	0	0	0	0	0	34330.5454794983	0	0	23720.8678528913	26622.2637001665	0	43403.3179186093	0	0	0	40172.4926315647	0	0	0	35877.6283931835	43539.5053628864	49658.2208618976	0	0	0	79686.7773426214	40416.9785768708	19799.9923564616	0	0	0	0	0	0	89122.5944946204	0	0	0	0	0	0	0	0	0	46452.6625713222	0	0	0	52942.963887526	0	0	19721.8173056729	97591.5436777844	0	0	0	0	0	90558.7706056492	0	0	0	0	0	NA	NA	NA	19238551.5857405	760983.880462702	67026.783496477	NA	NA	NA	35255.1459645139	535614.312657019	2194174.3442255	0	0	0
174.0877_12.4	0	0	129144.38079078	0	0	0	0	0	110991.606824364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258808.961775597	0	0	0	0	0	0	0	0	0	0	0	NA	NA	235915864.754769	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65938.6533401611	108492.675338924	0	0	0	0	0	42738.526277213	95506.4796693076	0	0	0	0	0	0	0	0	608004.46507642	0	0	0	0	0	0	0	0	0	0	0	162339.563406819	0	0	0	0	117311.896206651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	8213883.78732716	7496122.86334345	0	NA	NA	NA	108206.773935548	0	0	0	0	0
176.10026_2.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	5590393.34476773	8384995.32743139	9109194.58046477	0	0	0
177.04296_9.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	89603585.4080023	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11669.5171711957	67006.3581080516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	10543396.7110497	29174535.3303761	14983102.6009892	0	0	0
178.07149_7.41	0	0	6837018.6351454	7636597.1828885	8769326.00338534	5767675.19224888	6897424.35805254	6102930.79233575	11312417.5246108	8770634.83225079	10279810.5285117	9691359.49328923	40221705.8425079	14566347.4438441	9478864.50276434	12933276.0043174	6599949.70824965	9635351.10460516	10551099.7456583	13018625.3083533	10201949.2685628	9789770.5082121	9826919.60064828	3963377.964808	6948061.9688595	7476792.63367519	8378919.82275996	5901009.13361814	4761039.36942104	9400776.77470052	14758015.3619875	8943396.73798741	7628109.47428749	6377976.13611944	11200379.9309315	7243074.51061968	9544100.41821682	4627429.38445019	96221978.5914182	296586177.446329	31163897.6781391	62578084.3214069	4526995.42863035	4017169.33604292	4951144.60148039	8580354.10328181	7033457.19697566	7190923.79611635	3838019.88086441	4610929.08801907	6170531.23198229	7693866.82573612	7548114.27253281	7022941.95271329	4685434.47707441	4458364.59550989	6530703.47844222	2558931.07749076	2473927.96359806	2961902.28367557	7552025.55842211	10641212.5133449	8646843.27248275	3340503.10311338	2466255.24032524	5370565.09665975	921644.206802385	2713503.06786418	2844178.86778469	8268026.84361306	18555035.5821182	12455712.0427291	5378638.44674077	6242391.47003553	8441904.02044496	2120795.95543183	1977799.69717362	2033072.31448854	11310408.7703381	15421336.0393571	18920482.3090864	3370743.51375045	2521633.98294743	3505506.67092172	10323185.1285839	9731215.27992715	10261779.5793863	4701162.6512508	3522335.81126529	5111028.36052641	5659168.58852059	6732526.0534668	8237541.71239878	4184961.37697189	3309568.52083272	3220445.26880682	7688777.3609953	5708386.07036349	13867993.286798	1481999.72868409	7358966.73397949	4324055.65524772	834858.344265862	2147603.12628206	4289693.07414272	4927086.72814836	12558216.0819414	8427058.32473421	3433376.2347088	8792887.25686838	4574238.76992085	3667833.07083297	2764981.71031376	4957868.02510834	7535257.94693574	6820073.63094572	10167961.9749959	3905774.40230496	14462935.5788036	4382407.75962715	5439376.29893346	4206422.11384436	2260214.51105538	4328911.10525037	5736065.24846906	12275649.6992716	5500751.88486138	2732616.13512281	7476145.65843796	5143475.29355717	2037635.91799778	2592559.00477329	7488753.84994814	7086832.31933936	15781846.298142	3988492.18996203	2164109.70315802	5525898.65493546	3124011.99114836	1897466.62086612	4406022.21473897	8345159.04190248	4594549.65702064	11224930.9674346	5252497.74386105	4402001.87974285	4159011.23127541	3347196.8977064	2517581.72171291	2619876.6288041	5830699.87620132	7129480.12045643	8684400.88323481	NA	NA	NA	8113986.75465652	11815406.0825735	9439995.91214432	NA	NA	NA	3360822.64142049	6857244.91046815	7516873.90555162	4485633.53929977	8705294.42459542	7194455.2107023
181.04999_1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	754444475.542112	3651421269.72876	0	0	0	0	61503.3708890263	0	0	0	0	0	0	61843.1010893909	123246.9658427	27392.9941311984	0	0	0	0	0	30148.8137219188	0	0	0	0	0	0	0	0	0	0	129036.748843684	166688.323806854	48813.3876271632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43605.5303721469	0	76386.1686666694	0	0	0	0	0	0	0	44820.3241970616	0	0	0	0	0	0	0	65839.0534614267	69417.7546712613	73898.3219590457	0	0	0	0	43866.9976216388	37490.6506129785	0	0	52856.6686744456	0	0	0	0	0	0	0	0	120056.878568059	53191.8511999186	0	0	0	0	0	63969.5018978449	0	193035.110130179	0	0	0	28719.5750410026	0	0	84087.4101148911	181101.748751883	104904.062270225	0	0	0	0	0	70573.3946150699	NA	NA	NA	0	0	0	NA	NA	NA	41484634.9407355	52732526.3156433	45707281.9455613	0	0	0
187.10824_9.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1010985244.20341	NA	0	0	0	0	0	16915.1771791807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8055.3011344725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9196.56390797484	0	0	0	0	0	0	0	0	0	0	28171.9076313822	0	0	0	0	0	0	0	0	0	0	11933.0231499419	0	0	12775.3943912866	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	76659379.1397512	23426778.4069163	21021052.1025808	NA	NA	NA	0	0	0	0	0	3600.559131998
200.96254_1.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	1069376.06645159	4429118.79294524	0	0	0
203.0557_12.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82643.2674582801	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	177481.314224059	0	0	NA	NA	NA	707965.715545997	9055569.05637301	8304847.98848632	0	30833.8501827412	0
205.03587_2.01	14224.9638186257	8718.57089342111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	496941369.431296	NA	0	0	0	0	0	0	0	136790.463900158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79688.6454592464	0	0	72678.2034916872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18722364.9901583	22378975.7052272	16998455.2491272	NA	NA	NA	0	0	0	0	0	0
219.05082_11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	150371.259532639	2193364.13460122	2937994.3543025	0	0	0	102451.625498835	1061687.16462395	4017300.1568958	0	6178467.76487565	1437019.23096098	0	0	0	0	0	0	243511.876754449	0	307233.2553438	0	0	0	0	0	0	9512975.14605803	3712513.33559192	5623959.13101515	0	0	0	0	0	0	0	0	0	0	0	0	6924078.30781959	0	7992175.83860188	7217054.84206487	913717.366779533	2573360.86906408	0	0	0	0	0	0	8919651.57954612	18377456.3957066	4750388.44167044	0	0	0	0	0	0	7800465.46435897	0	1447538.53841273	0	0	0	0	0	0	200720.162684605	1950701.65817309	725507.996141611	0	0	0	0	0	0	1288870.96558961	11918585.8140154	377406.482046657	0	0	0	0	0	0	763080.512415034	0	22834192.4469888	0	0	0	0	0	0	1747856.93374716	12881470.4944055	61238.5768200988	0	0	0	0	0	53770.8058910879	NA	NA	NA	0	12435339.6291127	9325561.68870178	NA	NA	NA	0	11335908.4633873	9639166.58586647	0	9328520.64996926	6590218.62684298
219.08715_10.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	1233246.19109451	0	0	NA	NA	NA	8143642.96174482	9271520.00020752	8216284.8467416	0	0	0
233.10295_9.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	456748.65432639	0	0	NA	NA	NA	64244697.3397915	30666647.6830886	18544000.6903867	0	0	0
244.08271_8.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89086.0086354781	0	0	0	0	0	0	NA	NA	0	0	0	0	147163.022838888	610508.043760239	7107273.39814799	15772160.7845381	0	205706.539118051	0	892704.644436904	7488181.37062484	16278853.33864	0	29734250.5598734	3030647.09911419	0	0	0	0	95167.7797939029	0	2282455.78894558	191517.19681964	646677.064407751	0	0	0	0	0	29271.5352319159	16912213.0431049	22157475.8211457	27373003.778826	0	0	0	0	37037.0628518357	0	0	0	0	0	0	0	14760058.1197732	0	25728694.5017023	38964475.8987953	2837706.5748277	3192362.6426207	0	0	0	0	0	0	0	38924751.5695421	27992732.8818433	0	0	0	0	0	0	26520204.3197054	1700863.22295743	6746086.89628789	0	0	13370.0100536634	0	0	33245.5300061227	1034548.67218966	4700314.80424082	2735931.24135387	13133.0772805878	0	0	0	0	0	2458804.87278532	0	2688977.77816846	0	0	0	0	0	0	5253826.40889273	411985.520908351	68268083.590872	0	0	0	20215.5489165181	0	0	5589941.28723814	61998050.9283581	1200972.91844464	182697.742104327	0	0	13357.5422026349	0	61870.9071666366	NA	NA	NA	0	8886922.43434946	12117828.7306893	NA	NA	NA	33432.4779820014	7827516.37970175	11195265.6187401	0	8485351.60599924	14565381.0428534
247.11876_1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	781266.871319804	8178766.89775692	10183861.3016254	0	0	0
258.15018_1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	742125763.527704	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	11653245.8752347	2446197.08546266	1135362.44791567	NA	NA	NA	0	0	0	0	0	0
261.13457_1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	5889485.38163323	6647664.69667662	0	0	0
