mz_rt	170706_Blk_Blk0p2_1.mzML	170706_Blk_Blk0p2_2.mzML	180205_Poo_TruePoo_Full1.mzML	180205_Poo_TruePoo_Full2.mzML	180205_Poo_TruePoo_Full3.mzML	180205_Poo_TruePoo_Half1.mzML	180205_Poo_TruePoo_Half2.mzML	180205_Poo_TruePoo_Half3.mzML	180205_Smp_L1C32DCMless10m_A.mzML	180205_Smp_L1C32DCMless10m_B.mzML	180205_Smp_L1C32DCMless10m_C.mzML	180205_Smp_L1C32DCMless20m_A.mzML	180205_Smp_L1C32DCMless20m_B.mzML	180205_Smp_L1C32DCMless20m_C.mzML	180205_Smp_L1C33DCM_A.mzML	180205_Smp_L1C33DCM_B.mzML	180205_Smp_L1C33DCM_C.mzML	180205_Smp_L1C33DCMplus10m_A.mzML	180205_Smp_L1C33DCMplus10m_B.mzML	180205_Smp_L1C33DCMplus10m_C.mzML	180205_Smp_L1C33DCMplus20m_A.mzML	180205_Smp_L1C33DCMplus20m_B.mzML	180205_Smp_L1C33DCMplus20m_C.mzML	180205_Smp_L2C1DCMless10m_A.mzML	180205_Smp_L2C1DCMless10m_B.mzML	180205_Smp_L2C1DCMless10m_C.mzML	180205_Smp_L2C1DCMless20m_A.mzML	180205_Smp_L2C1DCMless20m_B.mzML	180205_Smp_L2C1DCMless20m_C.mzML	180205_Smp_L2C2DCM_A.mzML	180205_Smp_L2C2DCM_B.mzML	180205_Smp_L2C2DCM_C.mzML	180205_Smp_L2C2DCMplus10m_A.mzML	180205_Smp_L2C2DCMplus10m_B.mzML	180205_Smp_L2C2DCMplus10m_C.mzML	180205_Smp_L2C2DCMplus20m_A.mzML	180205_Smp_L2C2DCMplus20m_B.mzML	180205_Smp_L2C2DCMplus20m_C.mzML	180205_Std_4uMStdsInH2O_1.mzML	180205_Std_4uMStdsInH2O_2.mzML	180205_Std_4uMStdsInMatrix_1.mzML	180205_Std_4uMStdsInMatrix_2.mzML	180821_Poo_Day1and2Poo_Full1.mzML	180821_Poo_Day1and2Poo_Full2.mzML	180821_Poo_Day1and2Poo_Full3.mzML	180821_Poo_Day1and2Poo_Full4.mzML	180821_Poo_Day1and2Poo_Full5.mzML	180821_Poo_Day1and2Poo_Full6.mzML	180821_Poo_Day1and2Poo_Half1.mzML	180821_Poo_Day1and2Poo_Half2.mzML	180821_Poo_Day1and2Poo_Half3.mzML	180821_Poo_Day1and2Poo_Half4.mzML	180821_Poo_Day1and2Poo_Half5.mzML	180821_Poo_Day1and2Poo_Half6.mzML	180821_Smp_MS10C215m_A.mzML	180821_Smp_MS10C215m_B.mzML	180821_Smp_MS10C215m_C.mzML	180821_Smp_MS10C2175m_A.mzML	180821_Smp_MS10C2175m_B.mzML	180821_Smp_MS10C2175m_C.mzML	180821_Smp_MS10C2DCM_A.mzML	180821_Smp_MS10C2DCM_B.mzML	180821_Smp_MS10C2DCM_C.mzML	180821_Smp_MS11C215m_A.mzML	180821_Smp_MS11C215m_B.mzML	180821_Smp_MS11C215m_C.mzML	180821_Smp_MS11C2175m_A.mzML	180821_Smp_MS11C2175m_B.mzML	180821_Smp_MS11C2175m_C.mzML	180821_Smp_MS11C2DCM_A.mzML	180821_Smp_MS11C2DCM_B.mzML	180821_Smp_MS11C2DCM_C.mzML	180821_Smp_MS12C115m_A.mzML	180821_Smp_MS12C115m_B.mzML	180821_Smp_MS12C115m_C.mzML	180821_Smp_MS12C1175m_A.mzML	180821_Smp_MS12C1175m_B.mzML	180821_Smp_MS12C1175m_C.mzML	180821_Smp_MS12C1DCM_A.mzML	180821_Smp_MS12C1DCM_B.mzML	180821_Smp_MS12C1DCM_C.mzML	180821_Smp_MS13C2175m_A.mzML	180821_Smp_MS13C2175m_B.mzML	180821_Smp_MS13C2175m_C.mzML	180821_Smp_MS13C2DCM_A.mzML	180821_Smp_MS13C2DCM_B.mzML	180821_Smp_MS13C2DCM_C.mzML	180821_Smp_MS13C315m_A.mzML	180821_Smp_MS13C315m_B.mzML	180821_Smp_MS13C315m_C.mzML	180821_Smp_MS14C215m_A.mzML	180821_Smp_MS14C215m_B.mzML	180821_Smp_MS14C215m_C.mzML	180821_Smp_MS14C2175m_A.mzML	180821_Smp_MS14C2175m_B.mzML	180821_Smp_MS14C2175m_C.mzML	180821_Smp_MS14C2DCM_A.mzML	180821_Smp_MS14C2DCM_B.mzML	180821_Smp_MS14C2DCM_C.mzML	180821_Smp_MS4C115m_A.mzML	180821_Smp_MS4C115m_B.mzML	180821_Smp_MS4C115m_C.mzML	180821_Smp_MS4C1175m_A.mzML	180821_Smp_MS4C1175m_B.mzML	180821_Smp_MS4C1175m_C.mzML	180821_Smp_MS4C1DCM_A.mzML	180821_Smp_MS4C1DCM_B.mzML	180821_Smp_MS4C1DCM_C.mzML	180821_Smp_MS5C115m_A.mzML	180821_Smp_MS5C115m_B.mzML	180821_Smp_MS5C115m_C.mzML	180821_Smp_MS5C1175m_A.mzML	180821_Smp_MS5C1175m_B.mzML	180821_Smp_MS5C1175m_C.mzML	180821_Smp_MS5C1DCM_A.mzML	180821_Smp_MS5C1DCM_B.mzML	180821_Smp_MS5C1DCM_C.mzML	180821_Smp_MS6C315m_A.mzML	180821_Smp_MS6C315m_B.mzML	180821_Smp_MS6C315m_C.mzML	180821_Smp_MS6C3175m_A.mzML	180821_Smp_MS6C3175m_B.mzML	180821_Smp_MS6C3175m_C.mzML	180821_Smp_MS6C3DCM_A.mzML	180821_Smp_MS6C3DCM_B.mzML	180821_Smp_MS6C3DCM_C.mzML	180821_Smp_MS7C115m_A.mzML	180821_Smp_MS7C115m_B.mzML	180821_Smp_MS7C115m_C.mzML	180821_Smp_MS7C1175m_A.mzML	180821_Smp_MS7C1175m_B.mzML	180821_Smp_MS7C1175m_C.mzML	180821_Smp_MS7C1DCM_A.mzML	180821_Smp_MS7C1DCM_B.mzML	180821_Smp_MS7C1DCM_C.mzML	180821_Smp_MS8C115m_A.mzML	180821_Smp_MS8C115m_B.mzML	180821_Smp_MS8C115m_C.mzML	180821_Smp_MS8C1175m_A.mzML	180821_Smp_MS8C1175m_B.mzML	180821_Smp_MS8C1175m_C.mzML	180821_Smp_MS8C1DCM_A.mzML	180821_Smp_MS8C1DCM_B.mzML	180821_Smp_MS8C1DCM_C.mzML	180821_Smp_MS9C215m_A.mzML	180821_Smp_MS9C215m_B.mzML	180821_Smp_MS9C215m_C.mzML	180821_Smp_MS9C2175m_A.mzML	180821_Smp_MS9C2175m_B.mzML	180821_Smp_MS9C2175m_C.mzML	180821_Smp_MS9C2DCM_A.mzML	180821_Smp_MS9C2DCM_B.mzML	180821_Smp_MS9C2DCM_C.mzML	180821_Std_4uMStdsMix1InH2O_1.mzML	180821_Std_4uMStdsMix1InH2O_2.mzML	180821_Std_4uMStdsMix1InH2O_3.mzML	180821_Std_4uMStdsMix1InMatrix_1.mzML	180821_Std_4uMStdsMix1InMatrix_2.mzML	180821_Std_4uMStdsMix1InMatrix_3.mzML	180821_Std_4uMStdsMix2InH2O_1.mzML	180821_Std_4uMStdsMix2InH2O_2.mzML	180821_Std_4uMStdsMix2InH2O_3.mzML	180821_Std_4uMStdsMix2InMatrix_1.mzML	180821_Std_4uMStdsMix2InMatrix_2.mzML	180821_Std_4uMStdsMix2InMatrix_3.mzML	180821_Std_H2OInMatrix_1.mzML	180821_Std_H2OInMatrix_2.mzML	180821_Std_H2OInMatrix_3.mzML
108.02053_3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	58281.950103802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276077.083165886	0	0	28019.0366479577	0	0	0	121447.282709655	0	0	0	0	0	0	0	0	127337.353095482	27048.4919460498	0	0	0	0	0	56714.5638669815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36163.8872764615	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	22584912.6267176	18135674.5906394	0	0	0
108.0206_4.61	0	0	0	0	0	77250.9977614118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73345526.459977	0	54636324.1634673	20568834.8701212	0	0	37710.9215926753	0	0	0	0	0	91715.3458356938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76548.2761346009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132226.928710493	0	0	20058.8466733573	0	0	0	170105.703044718	0	0	0	0	0	0	0	134585.01905307	0	0	0	0	0	0	0	0	0	0	0	12895.8333474273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	3915355.92452447	0	0	11445.1168830035	0	0
108.99542_4.91	4402.19977560545	0	0	0	0	0	189990.675050231	0	0	0	0	0	0	0	0	0	0	95525.0595392587	0	73078.0883424481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1851518638.16281	1274004083.54463	0	0	0	0	0	0	0	0	0	0	81818.4017776906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47226.0857678084	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	111617032.837272	80572845.921268	0	0	0	0
115.00264_11.81	8538170.42596113	6324704.66448196	6174515.05442091	5762747.28154299	4736876.417429	3851766.22329979	6228652.68656575	4806927.45283935	3222975.12681493	3426757.55266957	5370464.67418642	4994922.32984634	4703241.37490718	4875838.71423462	5111566.43738797	4079691.90544912	4737791.47046005	3217249.21429275	4716366.63634583	2954232.47709162	5947840.8149944	4620730.96319807	3927318.95120983	4344840.82696748	7309454.58155811	6127815.40660097	5588923.83968881	4261818.55968267	5172884.11334392	4776590.8099612	6883210.2889459	4903345.64235423	4517330.30367102	7136323.22661714	7371203.98155365	6327656.63489797	6472750.92744824	5966701.85257209	NA	NA	3742832.15993377	29934439.6649927	6204326.44379909	9460740.11886067	6409445.71464253	9557649.15478961	9954594.77505554	9144751.45872404	2201302.95481119	17399711.7765515	7745138.60722961	8698866.03471392	5855319.61267999	1246308.67653136	756558.358948568	9163566.2682044	15749873.2725198	7323347.77254913	11055753.8454945	12476305.8749295	11372078.2442751	17686208.6115868	12048603.5885217	13888191.36532	11778893.1938007	7819115.29252663	13015067.1530844	8990165.3786992	13282869.7892329	13060977.6360046	5426258.49053538	11404401.1939592	15188353.4343406	7233070.18815993	10958710.7245485	5520162.97067189	13014473.1678775	17221551.1006627	11059997.4252629	12381664.698957	19912489.2520598	6512108.0591831	19200028.3857482	14178302.532321	8827990.51829663	15107557.8414138	24226792.7439319	14972303.1568275	9127210.77191453	11066756.302946	10310752.1829467	12918395.6813358	13721116.545428	10994240.4512854	10197754.0625907	9786678.84414458	11003108.7262773	8429027.58925632	16306230.8450419	4485320.93277876	17313582.3994094	9687553.68849088	8416263.26680732	10746595.1878503	12461224.5313294	16782152.8600162	10449678.1338091	14261325.2000908	15944668.377047	9623297.01210024	14844814.4655534	18754837.7993195	14411259.3834448	13706291.7795337	10722380.2148175	4258337.35996319	14106090.565235	16368698.9417203	15179797.7613571	14366696.9724147	14330984.3005131	9742806.46498793	3567442.06427405	14864305.219365	5621998.90038486	4539244.38147942	23238782.8866666	768086.567279376	19631426.4942564	19567494.2731117	14724456.4074518	8417857.32512825	11264136.7202694	16001552.5356801	7924997.5430328	13865321.5764507	13041453.2503464	15253707.3551107	12126368.8197181	5685241.05396913	11417714.6360691	14874599.9561521	9324119.27728394	6686276.56318679	10148378.253928	12066125.8649324	17756778.8480874	18117697.1523175	8602334.26484175	3673822.80396551	10427093.3661686	10287581.2670323	7071303.11667103	NA	NA	NA	9526210.23772433	11180410.2924123	8831909.60674302	NA	NA	NA	2269233.37345602	13786681.7864187	11253009.0957165	7688564.53162569	9403575.6740064	9346056.19410627
119.01614_2.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1562026112.34524	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42099.1372051146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	62337106.6850272	25557308.6724443	22843634.7579077	NA	NA	NA	0	0	0	0	0	0
119.02245_12.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	91976.9985304442	22130.0748033857	NA	NA	NA	12467178.5824245	10322156.4970968	6740246.91368103	0	0	0
123.01106_2.95	8271.06908260764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7205061263.43596	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	195768053.185912	348255889.430797	230704924.477923	0	0	0
124.00641_11.19	0	36762.1036859068	25392844.0007552	18654291.8964519	19802886.4902128	26220608.9390093	26134947.9316273	29118652.7078717	36838684.3393129	24386402.8874407	31234191.9894281	35933626.3001573	63471389.6398674	45465854.3208935	39211616.6043052	42510589.6530287	19095607.7963462	56874340.4199478	27594490.6506704	42804248.1474588	17977138.9513006	17218821.0421811	18868861.100823	13933038.6643481	10493408.1731411	13014153.0554139	10311864.2863252	9912427.27408255	6854456.49253121	14902948.1130318	19059620.293469	83985866.5640927	17977138.9513006	10676428.5110826	11107618.4376074	8546908.22212551	10692812.3923751	4918160.09977753	NA	NA	869982228.16404	966053307.50233	20954583.9500708	11693865.5616326	14878859.6399967	14164256.9398942	12234473.0004535	13642143.3043922	15120944.7607872	14224491.082085	15465726.2794596	13947346.6398378	12719071.7146241	12936211.48752	28207329.5904883	10732755.8642565	13029768.154856	3418975.24029746	2563569.10865856	3522627.77178567	15810513.3698906	26573681.3108487	52436769.0470956	673233641.482135	9999953.67738285	11971428.8170836	556648.570463841	5153173.5365565	3480360.53577614	15161825.6761386	24266490.0200666	22808333.0108432	14769151.3349376	18731399.7269559	14122377.9667046	5856816.23859042	2500090.24855613	2318876.84318802	54062715.3383669	47943003.8329245	43477002.4687308	4084329.66977839	6764714.80412764	2418319.66989353	26534693.5676564	27389525.6436456	22490284.8677508	7764434.68881331	6272552.37237533	7777875.16084084	17337696.5694173	12462116.1051494	16068817.0072976	4443066.50700601	5561543.81286357	3975425.90201294	13721131.3585299	13787140.2216694	23466586.0463359	1318022.1865291	15829653.5566089	3623909.13436272	1250405.87710131	3914214.97471722	5526548.48288423	21735312.0221241	24914197.2478768	17835252.4980197	8290236.2813576	12347040.3360065	7244933.25882295	10750466.2418169	1719223.37596454	6927283.61739036	12460640.1596036	16648734.251711	26196734.3153933	15539228.5246456	20956994.0073811	12202343.9686236	6826028.51095956	5180414.06617213	1141248.51215044	16060338.6777009	15279852.3286936	16206528.9795045	9914663.16593278	1495759.91756815	8836114.7361587	5165392.27919953	2553691.33617729	3310630.61672799	12205554.9356898	10776381.9657808	18305634.8022901	7789912.45294153	4612477.50325701	14921264.6249487	3493902.79036828	4529917.99384173	8355198.1054607	13712474.5894923	10557528.2063151	19897076.6864537	9811484.1965961	8758519.86490168	11503320.1375906	4953484.27996669	4308112.34507185	2071645.81686389	18966533.9728461	20122114.5158404	21180444.2883103	NA	NA	NA	17750798.8814395	13147968.8639168	14233906.8998876	NA	NA	NA	43911771.5450593	41261096.0452548	42434890.193977	15948792.3906588	12157317.6073993	14297439.8424331
124.99041_7.55	1501224.78764587	3941371.23916622	120570828.671925	38291240.6291385	76509925.4705401	108969703.512786	17506685.0495475	61273569.3830975	127734446.030008	64257548.7255756	120282683.117208	55944651.0310026	80811939.0781556	177345560.352222	54827355.611542	57118910.0187121	104192913.72222	216143199.567071	89558974.2891751	4180504.31933107	60568257.5011446	66938269.1443625	118492516.473254	5427436.04228037	8970012.28094917	35608134.5717734	51814577.7551835	10148386.7033135	23707091.0814447	8988501.64195481	49455205.0567025	47425480.7738532	9750299.00799762	11205835.9033053	63435635.2494289	16866976.3271003	34896837.5903763	33977572.5719481	114756990082.878	31514593696.5188	2425292783.0177	2505773311.34536	22606146.9673506	28080405.0220951	33573340.6273832	34350698.9733433	48864211.5583109	45095902.7402817	5584027.01520762	12022081.0427376	34438551.9379121	46741051.6233659	63948684.9524407	49176170.8154589	33834190.0562627	34450161.1577059	44202273.8370339	6575536.82646594	6073761.95395368	3079553.32202969	56596432.1559867	66197624.7427938	64062888.7373259	36054747.5671981	23406041.0266952	47276669.2114467	4205889.92261538	385626.725921615	9206373.06043885	47527561.99991	67169118.7210723	81063878.2552103	52770655.4505815	58445598.695986	52371505.1439871	3053674.85204881	4436114.92559704	5493542.62642512	112741460.657359	186978461.135478	195865988.898579	7276248.98144555	14543500.8055221	9972049.41317844	63467040.3403823	66772220.9820335	56283705.4218771	24735632.0591197	7606930.1516633	27589900.0101807	36092732.7242759	31687844.9400379	33299121.4810933	9005960.43139019	8656646.87057401	6786934.71611518	27641733.4789229	32862809.8806747	35019796.5081713	6446543.77902579	56802546.8595377	23261428.2181273	3553979.57074079	3797956.33739115	21674160.8085026	58829529.4356201	80408464.344681	70316376.4650479	26463930.8876184	23215954.2901865	15073271.2084414	9037092.95502811	9920419.55236821	11166515.240106	29850670.7768963	26329895.1409382	64556982.1628129	42080053.0631066	55357457.5914647	21737762.0944103	7495901.41599876	10180505.8030139	2281601.89667052	23170338.9246778	26361436.1560815	44905000.385748	29983608.8798362	9000583.45168276	31079808.3140937	6470268.63102703	3528855.59730729	2698386.2167358	27721028.4277584	19815980.305363	51771864.2492824	23561914.7694106	15451781.7455618	38193872.4273569	9669380.54931142	3524873.4756093	24044893.5074001	37932271.2842279	33784782.2377679	52504657.4717784	27709549.6717165	19234043.3656329	18218859.3276483	2589793.92523958	4081600.29008146	596423.474180707	35075774.1896098	40146643.1362535	54863321.8332157	12596181.19125	0	0	15996126.2100548	23079687.7424523	28195758.9257077	15708365117.4255	13847361583.5906	23401119376.1438	97868245.2079782	163375413.712263	202297612.862312	22663260.9709558	38775339.8727883	37338336.2424845
126.90404_5.07	21139250.6818483	3939260.74722166	79023164.1435501	60103725.5863742	46462851.2292115	63191183.7329432	93771587.0660202	55500645.0059478	72604101.5342214	59252544.5530031	47500258.6543799	50958235.4475677	50218786.8504282	63432089.6836249	151036917.576114	113710664.78917	96367935.8533431	38071996.1333351	57502534.3689829	87591503.5737984	128880860.772208	75505916.152697	159192044.780944	52271153.9938999	63681321.3915165	57465728.4665994	79050041.8879296	30784814.2629276	45973459.732769	47398591.9262615	64910163.6124374	50260359.9186747	12772547.4832822	41165715.3850633	51975003.6813176	62330297.0764903	47970738.3768845	21661358.7989664	NA	NA	2468237913.92648	NA	52440107.8882042	77888441.3791555	75576468.2299801	95114452.4897734	71165041.6267739	56501940.8257379	31260578.7650905	113763850.190047	119832930.703525	142570394.481631	115297811.492183	93508186.5403832	125413587.633941	125068551.94403	143544001.469957	39432398.9191109	25545549.3457775	49547375.3657685	66843983.6974349	86474139.4758393	66543426.5538174	64187070.1328152	116818462.444132	126339368.729164	6721497.47175945	85833485.941368	16461805.3459944	60731852.9579427	106158220.420071	132920552.102935	120421397.072866	117503052.281127	142688945.385844	5254632.95808106	0	14118519.8472513	124480958.317955	128227821.687199	94443649.6053547	27777297.7841153	16661434.0891897	10287140.250657	108051755.372164	93146407.8169218	106429676.023125	110001487.857826	90883640.8701507	84358149.4824705	117068597.845221	174196205.558899	133175291.096606	87630381.2760242	27560898.1983082	55857028.4939731	86196414.5493506	47646249.6394757	93896631.5254273	65847125.4098766	97333571.8895383	89556758.3373961	9487924.76059853	10809078.4872543	274178.143359498	70656356.148768	67479070.6618133	88967921.9685084	88277215.4136938	150396179.305847	64161567.7882518	47077148.220862	14960109.8783325	38897636.7121069	40727222.1047103	34929951.1969717	65626797.6032243	110785198.607622	162633535.786817	90580290.9313459	29332086.2625182	37506132.1973611	27148875.1434892	104702038.781378	83278730.0712922	39648203.0748952	135272305.572186	94599825.6158165	198008418.006958	47995615.743707	64676955.4799148	95442184.9445367	97679614.8449584	62307637.2745996	104310155.649891	99309964.4334567	191018227.325426	89445696.7742236	64938717.2565404	60371689.6341815	69848351.7449003	50222935.511632	28920480.2553643	98014400.6045014	195692745.047644	83492526.6721496	112676427.995534	21842727.3235488	54161155.7929968	36001878.9785089	63181732.4335962	95762963.3320889	68576326.681895	NA	NA	NA	53767730.0140562	71478697.8462572	47897918.6730212	NA	NA	NA	306974672.036873	518388353.70325	434471233.280756	49937957.0401239	66253503.1157039	44334518.9820552
126.9971_6.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55284.2124873522	0	0	292228.107318468	0	0	0	0	0	0	0	0	26449620.5125192	27750394.9489708	0	0	0	0	27967224.8045915	27686924.11444	0	25826743.0894914	0	26156541.6596764	26535376.9681167	0	28028988.1826805	26775316.6380602	22984413.4604267	0	0	0	14747840.2852222	0	0	18091377.9000936	0	21041610.4160314	28484065.1316289	30595907.9675237	16649110.3887848	0	32021014.171914	0	0	14850242.6077837	7889783.99355096	0	0	0	0	0	0	19392649.4448381	0	18571428.7580647	26365173.208907	0	0	0	27770306.991461	0	0	28701937.4619342	0	0	26366381.0218387	27667150.7920936	0	0	18076395.8940157	0	0	0	19040020.037102	0	0	0	0	28853127.9916754	541268.322657937	0	28278977.6077081	0	0	0	24901654.0970088	24321465.0235299	0	0	0	19461874.8860518	0	0	0	0	0	0	0	0	13804371.3865346	0	0	26642743.5558176	29549186.986566	21833499.4490136	31200631.1966894	24703424.2527283	30042058.1738074	0	0	28758973.6382681	0	30956839.7552609	0	0	24738260.1777921	0	24220671.9933125	0	0	0	0	4119226.38672643	17346545.3937406	0	0	0	0	4527077.19441964	17362320.3826156	0	16885661.0912662	24346499.6889093
127.05764_1.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	4627617.87620963	4725773.42115254	NA	NA	NA	0	0	0	0	0	0
