mz_rt	190715_Blk_KM1906U14-Blk_C.mzML	190715_Poo_TruePooFK180310_Full1.mzML	190715_Poo_TruePooFK180310_Full2.mzML	190715_Poo_TruePooFK180310_Full3.mzML	190715_Poo_TruePooFK180310_Half1.mzML	190715_Poo_TruePooFK180310_Half2.mzML	190715_Poo_TruePooFK180310_Half3.mzML	190715_Smp_FK180310S62C1-25m_A.mzML	190715_Smp_FK180310S62C1-25m_B.mzML	190715_Smp_FK180310S62C1-25m_C.mzML	190715_Smp_FK180310S62C1-DCM_A.mzML	190715_Smp_FK180310S62C1-DCM_B.mzML	190715_Smp_FK180310S62C1-DCM_C.mzML	190715_Smp_FK180310S64C1-25m_A.mzML	190715_Smp_FK180310S64C1-25m_B.mzML	190715_Smp_FK180310S64C1-25m_C.mzML	190715_Smp_FK180310S64C1-DCM_A.mzML	190715_Smp_FK180310S64C1-DCM_B.mzML	190715_Smp_FK180310S64C1-DCM_C.mzML	190715_Smp_FK180310S77C1-25m_A.mzML	190715_Smp_FK180310S77C1-25m_B.mzML	190715_Smp_FK180310S77C1-25m_C.mzML	190715_Smp_FK180310S77C1-DCM_A.mzML	190715_Smp_FK180310S77C1-DCM_B.mzML	190715_Smp_FK180310S77C1-DCM_C.mzML	190715_Smp_FK180310S80C1-25m_A.mzML	190715_Smp_FK180310S80C1-25m_B.mzML	190715_Smp_FK180310S80C1-25m_C.mzML	190715_Smp_FK180310S80C1-DCM_A.mzML	190715_Smp_FK180310S80C1-DCM_B.mzML	190715_Smp_FK180310S80C1-DCM_C.mzML	190715_Std_4uMStdsMix1InH2O_1.mzML	190715_Std_4uMStdsMix1InH2O_2.mzML	190715_Std_4uMStdsMix1InMatrix_1.mzML	190715_Std_4uMStdsMix1InMatrix_2.mzML	190715_Std_4uMStdsMix2InH2O_1.mzML	190715_Std_4uMStdsMix2InH2O_2.mzML	190715_Std_4uMStdsMix2InMatrix_1.mzML	190715_Std_4uMStdsMix2InMatrix_2.mzML	190715_Std_H2OinMatrix_1.mzML	190715_Std_H2OinMatrix_2.mzML
75.10043_8.99	1136927.71864611	4266416.40677104	4751303.32933059	6764204.66750434	5078079.55781111	6004050.94045386	6204892.12964219	1905157.220438	4818645.75353004	2908713.06315828	4151173.31235211	1702098.94741937	6088387.18859898	4321714.48693288	5109746.18941457	9700238.86206702	2234705.91466212	4454206.3164541	2340770.82021341	6213914.3309732	5845295.61565732	10601133.5999585	4883112.00322059	3081170.88031171	6265958.8052504	14325310.8639034	1521975.15363908	4721776.53749162	7471338.54246447	6721468.81680958	3675245.60476016	NA	NA	1891867.76354485	475105.952214984	NA	NA	2252760.77937587	746467.946072918	2550931.09926849	761088.872204451
76.04_10.49	197516.089976371	5141744.62248614	5908979.02409282	4341748.42908113	5451158.08260824	6699235.82525176	5053744.42697133	2820089.58643806	1676134.05536013	42480538.0631777	2108478.24595192	13710827.5849974	2155403.78656324	3352119.08036065	4144942.68340163	20807823.4514515	1613380.79485424	2677377.00778004	3049814.96587284	8721908.7122522	4959437.53974104	2175878.95146321	2493416.75484203	2762376.85646	1125984.62459029	1291071.30517498	2561314.41709082	5723065.58765498	1454441.67845269	1549458.90964254	2549670.20269482	367545243.089333	34164678.6752736	6143859.97755398	3942091.02746215	1369189.71029396	0	1509862.97046064	1744864.33964735	1652103.44976241	1287402.14984246
76.07633_5.23	5819567.04991995	1526224471.2201	1554691466.6578	1452749677.56435	1692563493.26889	1607454794.90867	1594600237.29602	338686773.417034	341471845.877861	9255110552.08983	296091604.902665	2136471200.8994	609084960.177177	894831951.904971	1448222588.82548	5105980081.72899	211636417.68842	526520608.433976	420401121.156431	961453676.690691	353091013.73818	317741402.078777	269756110.004601	378610566.536128	349834643.801431	299985243.472724	398269193.781581	2160411671.25535	271230524.213771	291593568.662195	591849521.643972	NA	NA	738447237.696833	806762555.507497	NA	NA	72318814.5456735	68677361.8854682	66044849.9844021	61017356.4526443
84.04499_10	2145410.3582492	12508740.3953086	10415945.7362261	9785095.59845045	12796659.9567343	13047730.2326133	12016976.9246487	34245432.6681845	20839236.3531232	27757113.5434297	2638343.11612624	6510014.23687047	4497217.65074144	9623259.5272661	12846013.07766	14555099.9599747	2755901.68115177	3907270.33722053	3070916.12020771	15721954.4111161	15307037.7525406	14304963.0128547	5062103.77812414	3949612.92745978	4250962.88912021	9162678.64689793	16189835.8530442	14424384.1557224	2860051.88373179	3724768.18686077	5534650.28472316	949237749.649252	NA	37543387.8737381	36850435.7350078	483089918.313008	NA	23773056.5979728	23796157.2004776	22894384.1312318	8769002.02869669
84.04499_10.83	1856101.81137242	6605811.84054814	5795116.17404443	6786862.61908585	7420986.53325618	6966780.267388	6378609.01084812	9710369.10269454	8754754.2526801	6924221.37277119	2870129.35617102	11625632.015623	6025571.01176128	9493261.38685814	7171898.19951482	7593677.78239187	5010042.15474463	7865602.28584794	4705389.94431277	8365229.17215378	5585808.73481931	4778326.52323957	6815602.88489621	6084530.0788497	6329753.44000811	4707332.48031937	5511978.05332264	6171088.0751507	5502634.96353271	9413507.42856987	7825437.9924053	NA	NA	25822745.1234942	31776585.5017429	NA	NA	14987270.6760597	17568904.3898434	14039325.9230525	23782642.2624447
90.0919_5.44	2836692.83124483	1767164.87129624	20513882.5609332	20017862.6241946	7204683.19955425	23255931.128519	22480702.4739508	8397944.55605479	89141911.1546466	53864797.2658888	11532044.7027935	5963742.0814307	37462952.3760834	7557941.05794597	19977111.3992867	29998208.7588699	16296277.5952742	11725564.1903311	9298824.33688718	8497446.98575336	10935835.134719	36146312.2711056	12529949.0666057	9260630.90797704	9041873.85974902	57687131.2233705	6006766.17139629	11931804.1810531	13257927.5750875	9193775.33019044	9468139.89103286	NA	NA	1276775201.44844	1347243089.99697	NA	NA	1352639036.29034	1315347018.31026	1263810112.0634	1285967155.19321
91.09517_4.94	126415.320011741	220588.37987334	692822.521603219	475787.138530723	271722.370319839	619156.600183388	724541.017535123	127222.758121495	2145106.58529524	671030.581107691	124322.997454742	36059.4920058173	1156605.934047	110695.456230574	539487.136104474	653436.173965206	554057.334639617	405672.691998527	268609.456970222	86965.4350280873	198052.347841594	1158876.11011704	0	86659.9424078255	180142.692717197	2059842.18450397	8946.73685842762	180211.17321876	121649.961037712	115002.17249695	98180.3682971789	NA	NA	60890827.851347	64120191.2567115	NA	NA	71220299.6152013	70489258.4043581	56831045.283855	66809837.4928735
102.05536_10.89	482757.290867702	1980525.05684788	1729050.4953953	1772862.36762043	2072925.83969781	2356205.51158555	1769982.22450525	2825667.29556331	2754627.22152951	2253305.55347356	304035.057786611	3701410.50159549	2002817.96265607	3097202.60360962	2317700.3535234	2443082.80617868	1324875.02568723	2439448.27731565	1580997.6463167	2855250.61060972	1770022.91742961	1358012.84462956	2259263.21516484	2066828.91379647	2036916.2720016	1674387.61139753	1784625.05006339	1817505.25027432	1740504.08594595	3039898.9948732	2293270.13573126	NA	NA	5487278.55264165	7691332.76157085	NA	NA	5015162.48732198	6123291.18399148	4054541.85551909	2552027.76425997
104.10739_9.23	9000851.55423483	97313720.79665	94676017.236881	114113884.956567	103236319.35948	119815386.568768	104268939.215305	113040524.00785	129360056.354863	236943021.957657	42216714.4416286	109755703.307879	159597106.769813	103265558.476931	104272791.171906	190269357.987599	56974279.5584207	80842640.8287767	51250675.1888611	1098903.0952736	70714861.7812516	98022459.6985189	43501280.9833593	55446224.1156481	76047603.2789434	154011028.123839	68332069.3113013	92800810.577175	64536905.5969681	93358916.7186461	64337765.0658185	NA	NA	397397805.860591	572265078.451507	NA	NA	165181397.557956	195371601.508227	142724954.625582	153557389.689417
104.1074_10.64	21726.8130215277	697381.099319626	598340.474812777	1098503.06621809	1000215.72390686	1408329.44382329	1601045.2280065	1434114.03449473	828060.282419732	1524942.26495793	226258.50220762	845205.772110115	2026632.03737939	1383658.20924132	835303.13834528	1046586.64531193	394855.415210243	554298.077691271	679487.409277217	1107898.89823482	384275.088262461	756171.484242242	350379.937134084	416951.123342665	834800.463285449	1582537.18857222	576966.162808645	793805.117187006	247254.194280587	1301531.41450898	664684.550911745	NA	NA	103101459.25089	122178696.316398	NA	NA	34728678.7078816	42319786.7859975	15838352.1064291	22519176.3943313
112.0509_5.42	4170792.47681992	29416640.3757332	31664458.9756803	30944387.4029756	33165561.2818784	33800576.548929	32102000.8864193	52488974.9551274	33157895.8017614	32248287.1171162	14124671.6467906	50329097.8356587	36465937.2653291	18862860.5919668	37524998.4141868	31925305.554062	31440855.551391	30199374.3916483	23739115.904253	18846288.2344521	35579203.0684846	27665727.9034824	12736002.5330875	24101101.6089796	27216918.6670598	29944388.3417553	31267502.9585882	41016807.6423673	22592500.7237279	25369308.033495	26710454.04991	NA	NA	63964057.4074674	67125197.9079223	NA	NA	1479237953.26207	1606012409.56105	64869000.2518	70099360.0903521
112.05089_4.83	2925958.75601683	21907098.2020065	22658703.9006952	18863230.7288103	23891269.5544135	24304843.1507012	21987202.5967043	41997509.5635385	19791242.8693507	28121329.834047	12883100.8897039	42613906.7389415	14757128.7344104	16985931.4427907	23290729.5995581	25875122.0934272	15174100.8158008	17364190.2612731	19572923.9371496	33809376.6883905	20360150.9164167	13592308.3183964	16575060.7450641	18252031.395515	18455119.5504084	14159132.3897812	23236827.2302015	25299222.2011189	8800220.34850159	19544765.8497869	22438672.5722183	NA	NA	69765402.5726042	69737678.2995396	NA	NA	68799098.6630554	68356215.6609447	71115489.4323285	67542715.6617203
113.05421_6.51	14184.9561208211	117060.604030802	27557.3678590922	22826.5769436405	110041.354864428	53127.2965946211	0	189376.825342097	58819.8389064414	103263.014164089	46467.3866597888	447865.115070565	49924.9417979007	37694.8560598299	128901.836193864	44929.3205750649	0	24652.9476946049	13481.2083239952	55574.6497347782	69772.9653744189	21409.2568687226	56147.9331499194	20783.777264826	30687.2565478873	18752.0280474661	164156.56432455	158241.203806443	7330.12039860797	25947.3903250085	24226.8697568394	NA	NA	810688.743068884	813665.06136995	NA	NA	13143471.5700416	14044022.9313229	959593.426554813	737849.134366197
117.05489_9.4	189750.122640308	4011884.90898353	5185938.39997786	6457815.55198701	4470724.46713478	5695140.17862962	7558163.62826608	19375093.9210668	9986491.11915757	6044204.19325309	551021.195413528	2764021.4455211	3641208.41878198	10107886.3070772	7749672.57797213	9778508.36668102	1229811.50945845	2797891.12348095	2818121.74877568	3533528.63220626	4180549.25884192	3701592.21112275	1836224.8883689	1482708.84441053	2552287.57270865	6244465.55896832	7154088.22294616	7348921.45467481	1164012.39615711	3303351.95197443	3716791.94748056	NA	NA	18913552.755062	25840276.5349494	NA	NA	25280717.3036578	31250714.5625008	19688297.0963275	29195577.4348408
118.08645_5.78	188364933.921218	4373194221.1834	4368677711.95901	4307348246.47773	4465618222.34425	4508132911.70707	4477474332.982	4833793155.35849	2971189284.47437	16369827402.3415	2539892133.39626	8384485771.47875	4195827239.23064	3315095101.47971	4333265225.09926	9185655359.79634	3178475528.07659	4798184860.91601	4139167284.14689	1885761441.01571	1919808691.71426	2126449911.29251	3159592472.31386	2781792743.06989	3227019012.10799	2090782986.94646	3060072898.83541	4217428563.67513	2087424204.58724	3694546587.3782	4460278294.66783	NA	NA	7481947992.70232	8053313347.13599	NA	NA	4836652552.83742	4924637220.6117	4804825930.00751	4890177268.44765
119.03414_9.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	8307796.22148736	24852059.4290276	0	0
119.0341_9.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	39189427.0808485	42864938.3444662	0	0
120.06576_9.87	473722.412797234	1820960.81378274	1509605.82594381	1343158.45643076	1850049.24783615	1999074.59631546	1705627.90619954	1364963.0403612	985446.050276195	1677423.21919572	758327.396486212	3980527.66989172	1851939.67794645	1090615.5452348	1602505.55058609	1883037.62207942	1902319.85792153	2535038.97044068	2204545.34601401	691758.513674141	908208.022307861	1060487.1739994	2010035.52664103	1342763.81139892	1615015.18624083	698187.748563785	1228274.41217355	1960189.48342286	672407.235130177	1493381.01620159	2005010.14858011	4036995458.5248	NA	59365226.8532137	65805594.3577008	14198293.181748	NA	1707581.18049206	1381333.39627198	1752739.62156268	6057698.81964557
120.06577_9.25	36064.9283613509	1019804.52593957	1035442.97447843	872765.88410829	1099132.39605785	1455127.27813584	1275969.95653594	1924765.2473582	751563.921929593	2026447.43790323	518441.801522993	1649283.46880107	1011352.98785671	669993.900151712	1145264.36936405	1383462.34459624	754739.819943647	1368412.82703751	888109.672073519	402145.763689359	542340.737574867	1057998.03147102	978515.733560486	703557.179085309	686743.801258046	550994.621170501	1281944.05554896	1769741.02099678	423920.846930281	618929.273704072	1384518.49026407	NA	NA	15533199.7159885	17050158.0541774	NA	NA	3910855.68751293	3707273.7530069	3864036.95258795	0
120.08098_4.64	1372257.03583264	8136646.88873272	6156137.12735449	5931806.55737655	4805149.10087335	5378278.54622518	7423774.3555305	9222847.32835321	9658849.59556817	14037684.1239177	1303082.09253125	10853429.8281017	8673957.84669505	9997605.10790107	3617309.67730569	10893364.6734768	3204515.74863089	9693050.90951524	4822993.18799709	11413118.3138433	6027739.68941427	5473581.96431464	3891881.90673154	2959218.11972768	8145509.83743456	8073894.00864446	11502396.1598766	17536040.4360571	4582983.00780158	7578677.89651041	7336913.6048931	3517019022.49152	3848557509.83104	105485671.405744	161071019.42071	NA	NA	12982337.5825385	16326292.6303063	15030554.7122275	16979499.759726
121.03202_6.93	14150577.9411072	168664162.962694	171877670.158184	152433431.066967	170333801.418951	165177978.136888	162715691.325248	629225101.714135	261871687.779426	283396519.445667	45826229.5110618	165165598.267404	75276565.8865782	286746733.870573	322022047.357451	394096665.700784	43171567.3353794	63786522.769579	49309792.0808244	87127878.8511514	145191234.39088	107268338.949704	59705976.9181032	39680391.5076482	38863022.1462485	121523747.127935	288588138.967043	309004294.89039	34160918.5846463	78238044.908891	101206231.569848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
122.06837_3.12	0	41448.8073757664	25991.337475462	0	0	42648.1773215815	49107.2691923784	29644.7228495639	16412.9481369379	35631.5328846329	18483.0023733384	21556.557725088	5407.39493802994	14313.7339756336	9886.37822458666	21399.4525842169	71246.5012731492	21799.9392939795	10266.2302897814	5611.35041839485	35279.3187731519	13608.279247942	35923.1975876208	64940.8188862548	5778.29406908878	12281.1346767138	36140.1830229059	4820.51260946589	15797.1009830967	4753.88966795479	4353.9967233156	NA	NA	59932.7354272947	0	NA	NA	38155703.0035017	47119774.1615577	43415.3274075887	0
123.02786_6.93	0	7003430.62318663	6798174.96998778	7438169.48385933	4567547.65978171	5582565.71145028	6147362.81061003	28183778.4739099	15409485.6378062	10915300.9792175	1393885.30238799	6754161.84394621	3516289.51868014	15670396.4574805	13765979.3045559	17445791.9273832	1204337.32228282	2175399.01880568	2156490.80725504	4175180.24043905	6207815.80271261	3289540.35700174	2079555.83389256	1473905.89749703	1037376.53955231	6053931.26647087	11140553.6864613	13204422.4211957	785391.848423669	3909374.48778823	3396299.50718133	NA	NA	20217678.3342012	16173876.410769	NA	NA	67157230.2097416	70970570.9346883	19927609.3236158	20135305.3962839
123.05543_2.6	1602081.95187447	13031128.2414282	14440804.1468412	5681437.83698852	15264359.5399787	11890443.6914854	13798722.2865146	7566904.63374571	4317277.61921401	25783568.5694054	1518368.6596701	8413758.91835361	10907348.0542769	30307312.7431831	37851724.0548158	41302326.2853826	5408941.25721801	11659316.8481989	16414637.3161336	7029636.75983242	7981080.76181523	27109149.4350789	16445865.3400404	6356873.70743307	6426180.6873747	4763167.31886158	4626536.17776188	7689738.48066176	5976079.08549706	6845460.05881743	8330125.18175915	147590698.08184	NA	9596303.5389627	24047097.4995172	58236246160.9072	NA	355774186.396153	1590079730.55988	6349009.90814469	17432528.3484169
124.03947_3.27	0	14333275.3211493	19298704.4367274	8802234.07007373	14997575.5879157	14997951.2911208	13170891.3258036	35164025.8636716	15825339.4032851	58132522.8050755	2245608.43680942	14937865.3263934	9072742.42841569	19936573.320966	24055480.9103197	55117193.0769344	7029782.18583177	23083591.1792426	4685232.80166998	5600675.00867844	7799402.58648283	98162510.988968	9976816.10635302	4670923.7141868	3270978.66088712	5414087.79636375	9963176.54728846	19235368.0252386	2302512.3654971	7075639.24753409	7893254.81653288	0	0	80971354.8059362	76570119.1738629	52338310215.2305	45889162493.9488	1818776613.32665	2108025216.36892	81325715.2600931	91727376.611422
124.03935_6.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27359.3255798057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	164027558.045213	4563323.82544984	0	0
125.04276_3.49	0	808622.16420102	660323.321830853	356249.011268582	598914.930525388	222244.633131865	288058.950353632	1367990.58925559	651447.108639998	2872635.23865691	37219.0115978141	793562.741233869	372645.084440994	569434.097703651	1212811.99887539	2885912.47183728	232647.730639334	961669.023039462	101542.701730821	24867.0988732603	256981.548003183	5116962.01813929	324371.897716348	131628.605538896	0	47769.6571912225	420901.106038921	967886.923958624	0	104214.014032599	249672.580943853	0	0	2076606.8962321	2693412.03723236	3306452773.86464	2871513882.64129	116271199.915865	132585789.105529	1643162.00784836	4388999.85893018
126.02209_9.76	158383.68586433	10051448.2873249	8750221.71931256	7802967.13596877	10876130.5299086	11216353.8563917	9874074.17413531	9414233.53991821	4576852.26441703	42387856.432797	3405946.7922345	21156424.0130934	7234737.44762274	7707171.25342601	8109050.30655517	15600192.292837	3399352.19330138	7097128.93040858	6677469.60636355	4869154.02915796	6594406.18011217	2499666.67054171	5031025.40167045	4561362.31347497	3824857.0573618	4067840.90035818	6688867.61598694	17068968.6733463	2572351.25651052	5036933.59010216	6749993.02136719	0	NA	6763328.30807144	5781160.4781495	3858689863.45143	NA	29779204.2344006	33206303.5664738	6406113.93235962	2819887.74677744
128.06987_5.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210642.818856955	0	365096.900533844	54205.3522801297	0	0	0	0	0	0	0	938843.143117944	NA	NA	0	0	NA	NA	81862082.7347196	143574517.774123	0	0
129.06604_8.33	6664414.45633438	53431534.6687149	51910428.9652996	53746329.5303009	59831677.7346657	57084380.6866126	58063842.559116	86310602.1751587	42159098.9945142	64458381.1089896	47543713.1921691	173914467.746113	84485427.9852622	33673122.9234078	42090345.5586509	60564577.4888877	48464674.153035	75408753.4140634	74151504.7254222	24729339.0965295	22608602.4028233	18405378.0452695	60799407.4505992	44705191.3744493	52273257.6962977	18573806.317573	29285217.4588916	44944738.5941965	29123232.2394227	68873276.6125777	72679285.8624105	NA	NA	34589970.1268893	35868672.7790564	NA	NA	35742441.1245949	34791459.7845378	34864547.1233145	37516208.4504477
130.05002_10.89	1439691.11490519	8933031.9233356	8345840.7643678	8464610.28603456	9249368.17040757	8570365.14731594	8634546.4678775	13891902.56595	11412983.85073	9868569.11083589	5311205.49906174	14781847.7728239	7744078.07882782	12490580.3145337	9542422.36407476	10719111.0728168	6556353.15747394	9935240.59219247	5731462.23929635	11120915.2830963	7835055.30191331	6246115.94974437	9248225.70670303	8255868.17687538	8090570.88681339	6297240.23452661	7790196.68678522	8464889.70324815	7094539.31041813	12413299.5085247	10188766.6147414	NA	NA	59159402.2230564	71672061.6257218	NA	NA	19093992.9194042	20741900.4178497	19400263.6363454	19460600.9718878
130.05002_10	5194044.69517683	45854317.6366835	39727102.4734221	34598696.2602442	44069529.4300702	43361662.7495775	40832354.3540714	137640262.978692	78806327.3442408	110991980.157625	8320462.38525191	24730175.0724367	14743450.3904433	33664226.2234737	48962116.2492077	56411551.3669579	8789795.79212164	11328661.5429113	9377146.8138701	59360425.6031222	61094522.9001787	56705185.6587295	17006039.4757273	13269197.8273457	13753071.4245708	34090241.2603803	62770559.1795315	58891462.5029837	8807468.26853937	12697803.9115759	19875176.9711235	3392163078.89716	NA	152975878.697774	146673588.258259	132684916.54981	NA	89134401.9932374	87705231.7175782	94467896.401114	41802901.9788025
130.15916_5.32	5968677.50130655	17295269.9602991	17443012.5983228	15593926.4065013	11962085.8164731	22403707.3438132	21504082.8889353	8156872.07568881	12082298.261377	5618970.65478877	102146134.220359	6466145.79053714	10439995.5860223	12638963.504799	14802119.3241761	21451415.0651522	8699050.55645064	14301914.1066325	8807296.5446139	13270586.7755029	10273677.5885612	18025015.8655637	34776668.6219306	8684939.33961478	18079491.9143951	11231414.8491903	6830036.428977	9603691.49933475	21046783.5106412	15859518.5055438	14108375.7435907	NA	NA	13924122.4195617	9143164.27965656	NA	NA	15783810.7265069	11339464.5771679	18255530.5571666	8540453.3474124
132.07687_9.58	2571755.0357763	20710818.0013298	20439906.5463181	23249166.4578369	29784942.1496583	32584224.4212541	38726808.1646683	44381635.3382768	12684133.9167996	10692537.6541091	8666848.81760744	65377515.1797596	19051393.2030601	24687552.4965443	14750619.657707	14219384.235377	8931992.32835308	31639520.2531284	21584108.9865136	7615283.55904774	42884480.3322798	5494337.65018415	11020429.4708923	13589160.5229178	11166760.3094496	13539296.3881844	11283878.4582374	60528830.460424	4250012.95157066	13277786.6016498	16637908.2661042	NA	NA	584329501.493868	815545246.039609	NA	NA	13672541.9456612	16513821.2230673	13889582.4185174	16960143.493637
132.10201_7.95	22845867.3044864	398672608.294625	405693167.896661	378203596.215915	409227589.55762	415947415.167608	407190367.08985	864833392.019459	447314151.044077	576702187.847753	197976148.59163	578099297.895688	265832182.747648	421531151.014922	499155986.506773	614357732.876238	246260290.959588	295289235.522698	288211794.160392	289647849.025003	313500191.939708	313163484.464251	371939997.144827	326490383.833386	361507984.658079	252689968.52667	439879352.340889	455460583.347173	222458482.295463	417938252.273303	528037683.029435	NA	NA	893625743.978576	875767287.624921	NA	NA	2521717588.19462	2644736073.70986	822126525.431784	861562846.74874
132.10205_5.12	12613308.7398865	136221801.068968	137443671.734293	130646856.891013	153668838.703682	140028689.285086	151023787.13062	207131868.584316	131342739.48045	138341937.067243	64698239.8085593	166741335.897358	97111073.1679353	130202464.719046	165733148.728335	273774556.134698	85002152.1576201	107841083.619055	87771137.9072163	115815315.558661	135796525.653863	132437856.788411	95823141.2545076	91060910.9333616	95330748.607002	96420074.1745413	146013771.239165	173007464.11839	84133121.4522009	111654748.261355	166622581.422773	NA	NA	394156254.820603	412575503.470885	NA	NA	212181426.444441	206993020.534647	200973121.72629	197722165.111388
133.03187_6.28	0	110215.211389672	72067.230369234	26549.2882502808	105595.408932182	11769.8995167614	0	489479.870515593	212254.395512373	40869.7518915478	0	239251.954485596	22482.2191261053	13397.7327436428	44234.8387978563	44761.0823595719	0	86613.7169010273	52525.9684151518	247844.791462623	100488.056589173	20976.8524829764	0	9219.24595689532	0	32321.1042988025	236108.053812472	1043072.93797367	0	11137.5890267947	18485.3410960856	NA	NA	16402061.0683939	19629687.7707048	NA	NA	1219511.4781395	1214981.96718045	1229553.69925073	1394991.57945332
133.13846_1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	59668430.3898739	83742431.2379983	0	0
135.04747_8.23	45333209.1684432	1073269266.93737	1052971106.43281	915450715.588927	1082671831.00891	1125397101.14589	1126857559.53926	408991341.090339	538008876.364194	1840232880.96728	1054823462.8008	1016320350.45849	398938767.409002	2707851105.28856	2739990902.81199	1775029196.18012	455129712.944867	359919217.76473	885216107.496817	654649631.793654	821370806.365445	641050237.312064	1575615182.93691	419777071.692539	476931672.404733	746930111.161828	1553928072.68148	1385168178.39697	601445790.61908	1018772733.67655	1018073171.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
136.06188_3.83	5486908.87165041	70553976.6226095	69526560.5949724	69622852.334658	68825098.265139	73568665.0200421	76141041.1827828	157006944.247121	93658334.3557393	122064004.723739	27483677.5875674	107032241.698314	82732886.53439	59221182.4006389	112088667.970865	108473270.308445	61518645.5050394	70920425.2495979	40972222.5308268	66756581.69815	64577385.9572277	57462268.4173258	17968027.2505376	47877918.9102744	52533770.2245858	68022578.8474138	69676506.4738436	90314190.8539318	52083651.7030807	62050962.2331418	53112340.9229948	7910964738469.5	2576314674571.68	5048429181.14399	5639590926.64482	157015514901.653	14820172951.3652	541412690.898894	1109097528.19728	287180060.734683	276051291.367133
136.06183_2.92	460271.332213218	2071969.25041492	1943865.41441747	2189013.34519056	2145161.51060909	2036400.96778147	2045441.16233791	2614192.25404157	1942057.17669501	1263972.72159535	112498.951606295	1422730.43530358	1703049.72783166	1008799.01866213	1857052.42473484	1621948.66852796	1057151.96939311	1401608.89552908	734206.369112805	23606725.4478009	4248122.39731621	1055119.83509721	239343.170521408	1340357.72680667	1189800.5667653	2466222.61979441	1029808.47443655	1734236.97709433	914828.232391449	2066318.65273756	884301.896529664	NA	NA	41965513.2744285	46327231.1028121	NA	NA	635736235.141489	834492534.82626	38194440.5612443	34299491.5214636
137.04587_4.83	1122575.66639129	28315118.5813124	27459577.9157589	26004617.9788697	29963710.8789975	30061237.5237726	29373679.0959684	47553086.1424463	21471696.5464946	47402953.8488072	18751523.5838666	96168354.0448023	16878749.9948393	16206082.4917904	14032245.4505838	132320913.822217	14516496.1736494	13221590.0702992	17425988.8431831	59664267.5608094	16341783.476446	11621494.2288518	14086710.3799896	8427348.9767824	12172754.5625091	9708671.19286892	15134857.5303003	31290052.1330626	9305052.10311518	16520211.2349478	26187100.7327992	3230530.02286521	NA	50755399.2560148	61771619.207288	250064836709.732	NA	1239871259.05566	1316442848.90452	46981287.2701908	51939347.1660808
137.04587_5.95	109166.423085603	11489366.3760122	10454457.5907572	10582734.0877657	10432726.7287724	11022586.718529	10682468.2497721	7506770.56961771	4006653.55820089	130742941.099896	5571743.66044554	18816946.8908703	2989993.21459464	6761712.64655604	5857899.71096147	36045278.9518156	1800005.71895203	2204082.89026006	2186350.1548616	5125977.43618357	4614619.72687006	1293958.37505503	2164845.78455782	1860473.21349824	1684779.78359316	1392472.24480481	4860008.42698959	12140108.6215563	2826677.59597211	2982689.56358989	5826630.67364272	0	NA	39819702.583834	36478288.8389207	65714516561.4812	NA	347849594.854021	326029383.978444	38168801.8032354	34034176.2580472
137.06319_9.38	0	1611570.67529917	1686234.46495661	2098363.17850732	1170861.18085676	1497334.18352975	2277943.38849823	9611602.45861119	2513376.72484341	2353945.84985066	52499.2223030413	3674.77800806306	248675.905927024	1920122.11000553	1559890.7632739	8582519.2584468	95645.7710450238	156908.293877511	153910.699300664	432356.011346086	784574.36253424	1662016.73692271	61794.794544168	48667.5596688871	120484.751992591	1623309.75215614	3567071.88713399	4663465.15132183	57998.4774545016	336412.423682663	609525.364127893	NA	NA	0	0	NA	NA	0	0	0	0
137.06511_2.39	0	6116.45684407119	0	0	0	0	0	0	0	4017.99139672349	0	2447.53305000348	0	0	0	0	0	0	0	0	0	0	0	3715.14219182149	0	0	0	0	0	0	0	NA	NA	558437.582487271	2164870.80128066	NA	NA	6164633.91848528	13309414.256116	34513.0604661318	349508.612339162
137.1635_1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	201830177.965236	280627014.110521	0	0
